,number_pca_components_class
0,34
1,41
2,50
3,52
4,56
5,71
6,69
7,73
8,58
9,61
10,69
11,65
12,51
13,34
14,58
15,64
16,71
17,83
18,56
19,74
20,49
21,57
22,45
23,21
24,66
25,57
26,58
27,63
28,55
29,63
30,62
31,50
32,67
33,60
34,46
35,51
36,54
37,51
38,56
39,50
40,66
41,71
42,59
43,53
44,47
45,30
46,67
47,65
48,64
49,61
50,44
51,53
52,46
53,59
54,61
55,52
56,45
57,43
58,56
59,89
60,57
61,74
62,72
63,70
64,91
65,74
66,58
67,84
68,68
69,67
70,36
71,45
72,74
73,86
74,69
75,85
76,91
77,68
78,52
79,90
80,92
81,39
82,55
83,63
84,62
85,69
86,67
87,61
88,96
89,85
90,58
91,57
92,80
93,55
94,39
95,69
96,52
97,78
98,87
99,94
100,82
101,54
102,92
103,37
104,71
105,55
106,78
107,73
108,65
109,69
110,70
111,58
112,67
113,75
114,83
115,41
116,38
117,87
118,61
119,71
120,70
121,43
122,83
123,71
124,32
125,84
126,67
127,78
128,55
129,79
130,75
131,83
132,66
133,23
134,72
135,93
136,69
137,66
138,65
139,87
140,69
141,81
142,91
143,70
144,84
145,42
146,54
147,88
148,62
149,86
150,83
151,78
152,67
153,42
154,44
155,81
156,82
157,59
158,86
159,84
160,82
161,77
162,56
163,74
164,65
165,53
166,26
167,59
168,99
169,63
170,48
171,80
172,73
173,52
174,72
175,78
176,62
177,40
178,39
179,58
180,70
181,51
182,38
183,49
184,32
185,77
186,24
187,26
188,49
189,46
190,45
191,29
192,27
193,49
194,36
195,53
196,62
197,51
198,40
199,47
