epoch,Train_accuracy,Train_accuracy_org,Test_accuracy
11,20.07,40.461999999999996,40.03
12,22.766000000000002,41.68,40.949999999999996
13,24.413999999999998,42.178,40.94
14,25.901999999999997,41.812,39.75
15,27.52,40.37,38.47
16,28.802,38.804,35.92
17,29.977999999999998,37.544,34.72
18,30.862000000000002,36.998,34.06
19,31.396,33.922000000000004,30.55
20,31.424000000000003,32.664,28.89
21,30.936000000000003,31.834,29.2
22,30.572,32.99,29.75
23,30.442000000000004,33.2,29.439999999999998
24,29.704000000000004,32.75,28.78
25,29.688,30.209999999999997,26.58
26,28.560000000000002,31.64,27.400000000000002
27,28.42,31.456,27.400000000000002
28,27.450000000000003,29.204,25.05
29,27.066000000000003,29.482000000000003,25.55
30,27.282,29.330000000000002,25.0
31,26.572000000000003,28.87,24.62
32,26.466,26.976,23.01
33,25.916,28.451999999999998,23.580000000000002
34,25.650000000000002,27.668,23.76
35,25.685999999999996,26.444000000000003,22.56
36,25.19,25.747999999999998,21.52
37,24.616,26.472,22.85
38,24.59,25.262,21.349999999999998
39,24.238,24.901999999999997,21.97
40,23.596,22.146,18.029999999999998
41,23.47,23.932000000000002,20.560000000000002
42,23.334,22.988,18.45
43,23.36,24.01,19.6
44,22.336,22.854,18.96
45,22.146,22.976,19.48
46,21.6,21.098,17.330000000000002
47,21.856,19.216,15.659999999999998
48,21.48,20.174,16.45
49,20.694000000000003,18.04,14.430000000000001
50,20.272000000000002,21.238,17.69
51,20.612,18.838,15.65
52,19.226,19.454,16.5
53,18.928,18.046,15.310000000000002
54,18.84,17.852,15.14
55,18.908,17.088,14.26
56,18.406,17.932000000000002,14.92
57,18.238,16.052,13.489999999999998
58,17.776,17.148,14.760000000000002
59,17.686,16.792,14.02
60,16.506,15.260000000000002,13.16
61,15.898000000000001,16.224,13.94
62,16.158,15.332,12.65
63,14.540000000000001,13.99,12.4
64,13.797999999999998,13.316,11.899999999999999
65,13.919999999999998,13.422,11.940000000000001
66,13.526,13.056000000000001,11.52
67,13.422,13.108,11.28
68,13.724,13.952,12.26
69,13.117999999999999,13.374,12.01
70,13.678,13.13,11.559999999999999
71,13.4,12.328,11.15
72,12.556000000000001,12.302,11.18
73,12.666,12.2,10.99
74,12.531999999999998,12.422,11.110000000000001
75,12.548,11.74,10.91
76,12.334,11.491999999999999,10.71
77,10.418,10.363999999999999,10.2
78,10.354,10.278,10.08
79,10.386,10.322000000000001,10.14
80,10.464,10.488,10.18
81,10.544,10.37,10.15
82,10.568,10.56,10.24
83,10.51,10.47,10.18
84,10.496,10.564,10.190000000000001
85,10.636,10.517999999999999,10.26
86,10.702,10.61,10.23
87,10.732,10.644,10.23
88,10.48,10.342,10.07
89,10.504,10.378,10.09
90,10.564,10.184,10.01
91,10.066,10.084,10.0
92,10.096,10.145999999999999,10.09
93,10.156,10.106,10.040000000000001
94,10.144,10.172,10.09
95,10.134,10.166,10.05
96,10.148,10.2,10.059999999999999
97,10.084,10.100000000000001,10.040000000000001
98,10.027999999999999,10.088,10.02
99,10.024,10.082,10.02
100,10.036000000000001,10.08,10.01
