Epoch,Correct,Total,Accuracy
10,2168,27121,0.0799
11,2262,27121,0.0834
12,2463,27121,0.0908
13,2694,27121,0.0993
14,2934,27121,0.1082
15,3138,27121,0.1157
16,3460,27121,0.1276
17,3796,27121,0.14
18,4081,27121,0.1505
19,4158,27121,0.1533
20,4362,27121,0.1608
21,4560,27121,0.1681
22,4585,27121,0.1691
23,4804,27121,0.1771
24,4919,27121,0.1814
25,5069,27121,0.1869
26,5063,27121,0.1867
27,4996,27121,0.1842
28,5077,27121,0.1872
29,5217,27121,0.1924
30,5204,27121,0.1919
31,5055,27121,0.1864
32,5264,27121,0.1941
33,5119,27121,0.1887
34,5119,27121,0.1887
35,5091,27121,0.1877
36,5135,27121,0.1893
37,5229,27121,0.1928
38,5083,27121,0.1874
39,5066,27121,0.1868
40,5159,27121,0.1902
41,5104,27121,0.1882
42,4962,27121,0.183
43,5011,27121,0.1848
44,4821,27121,0.1778
45,4904,27121,0.1808
46,4765,27121,0.1757
47,4701,27121,0.1733
48,4583,27121,0.169
49,4749,27121,0.1751
50,4479,27121,0.1651
51,4491,27121,0.1656
52,4377,27121,0.1614
53,4283,27121,0.1579
54,4373,27121,0.1612
55,4445,27121,0.1639
56,4026,27121,0.1484
57,4202,27121,0.1549
58,4138,27121,0.1526
59,3808,27121,0.1404
60,3991,27121,0.1472
61,3974,27121,0.1465
62,3595,27121,0.1326
63,3441,27121,0.1269
64,3325,27121,0.1226
65,3354,27121,0.1237
66,3361,27121,0.1239
67,3529,27121,0.1301
68,3443,27121,0.1269
69,3409,27121,0.1257
70,3247,27121,0.1197
71,3220,27121,0.1187
72,3176,27121,0.1171
73,3291,27121,0.1213
74,3156,27121,0.1164
75,3047,27121,0.1123
76,2822,27121,0.1041
77,2833,27121,0.1045
78,2839,27121,0.1047
79,2860,27121,0.1055
80,2841,27121,0.1048
81,2848,27121,0.105
82,2862,27121,0.1055
83,2886,27121,0.1064
84,2866,27121,0.1057
85,2892,27121,0.1066
86,2904,27121,0.1071
87,2855,27121,0.1053
88,2859,27121,0.1054
89,2802,27121,0.1033
90,2780,27121,0.1025
91,2781,27121,0.1025
92,2781,27121,0.1025
93,2777,27121,0.1024
94,2784,27121,0.1027
95,2796,27121,0.1031
96,2771,27121,0.1022
97,2766,27121,0.102
98,2770,27121,0.1021
99,2770,27121,0.1021
