epoch,Train_acc_withbias,Train_acc_org_withbias,Test_acc_withbias,Train_acc_zerobias,Train_acc_org_zerobias,Test_acc_zerobias
0,44.983333333333334,44.983333333333334,45.87,67.795,67.79333333333334,68.17
1,87.11333333333333,87.11333333333333,87.12,87.075,87.075,87.14
2,90.00166666666667,90.00166666666667,89.88000000000001,89.99000000000001,89.99000000000001,89.84
4,92.98166666666667,92.98166666666667,92.78,92.94666666666667,92.94666666666667,92.73
6,94.74833333333333,94.74833333333333,94.19,94.70333333333333,94.70333333333333,94.17
8,95.68833333333333,95.68833333333333,94.89,95.66833333333334,95.66833333333334,94.89
10,96.26833333333333,96.26833333333333,95.47,96.24666666666667,96.24666666666667,95.52000000000001
12,96.79666666666667,96.79666666666667,95.93,96.78,96.78,95.93
14,97.08166666666666,97.08166666666666,96.15,97.05666666666667,97.05666666666667,96.13000000000001
16,97.29666666666667,97.29666666666667,96.28999999999999,97.28833333333333,97.28833333333333,96.32
18,97.47166666666666,97.47166666666666,96.41,97.44333333333334,97.44333333333334,96.41
20,97.62166666666666,97.62166666666666,96.47,97.61,97.61,96.46000000000001
25,97.89333333333333,97.89333333333333,96.61999999999999,97.89166666666667,97.89166666666667,96.6
30,98.20833333333333,98.20833333333333,96.67,98.17666666666666,98.17666666666666,96.67999999999999
35,98.25,98.25,96.77,98.23166666666665,98.23166666666665,96.77
40,98.31166666666667,98.31166666666667,96.83,98.28,98.28,96.82
45,98.64833333333334,98.64833333333334,96.98,98.62333333333333,98.62333333333333,96.99
50,98.57333333333334,98.57333333333334,97.00999999999999,98.55833333333334,98.55833333333334,96.96000000000001
55,98.71,98.71,97.11999999999999,98.71,98.71,97.11
