epoch,Train_acc_zerobias,Train_acc_org_zerobias,Test_acc_zerobias
0,25.852000000000004,25.818,26.479999999999997
1,41.916,41.91,41.43
2,48.556,48.552,48.07
4,58.116,58.111999999999995,57.68
6,65.40599999999999,65.41,64.53
8,70.16,70.15599999999999,67.45
10,74.56,74.566,70.87
12,78.816,78.818,72.92
14,81.394,81.392,73.04
16,83.822,83.818,74.00999999999999
18,86.676,86.67,74.35000000000001
20,88.806,88.81,74.38
25,93.24799999999999,93.252,74.31
30,96.372,96.37,74.61
35,97.102,97.1,74.5
40,97.44,97.438,74.5
45,97.696,97.698,74.71
50,97.49799999999999,97.49600000000001,74.42999999999999
55,97.844,97.844,74.62
60,98.302,98.304,74.61
65,98.72,98.71799999999999,74.69
70,97.868,97.87,74.4
75,98.322,98.322,74.62
80,98.74199999999999,98.74199999999999,74.81
85,98.70400000000001,98.70400000000001,75.07000000000001
90,98.77,98.768,75.28
95,98.846,98.846,75.14999999999999
100,99.05000000000001,99.05000000000001,75.22999999999999
105,98.054,98.054,74.46000000000001
110,98.762,98.758,75.36
115,98.936,98.934,75.17
120,99.068,99.068,75.6
125,99.07000000000001,99.068,75.24
130,98.524,98.52199999999999,75.02
135,99.24,99.24,75.62
140,99.46000000000001,99.46199999999999,75.14999999999999
145,99.09599999999999,99.09599999999999,75.57000000000001
150,99.25399999999999,99.252,75.33
155,98.072,98.074,74.66000000000001
160,98.778,98.784,75.18
165,98.676,98.676,74.92
170,99.17200000000001,99.17200000000001,75.24
175,99.354,99.354,75.64
180,99.342,99.342,75.4
185,99.344,99.342,75.27000000000001
190,98.72800000000001,98.726,74.79
195,99.46000000000001,99.46199999999999,75.5
200,98.82600000000001,98.82600000000001,75.33
205,99.146,99.144,75.5
210,99.292,99.29,75.84
215,99.084,99.084,75.47
220,99.14,99.14,75.53
225,99.278,99.28200000000001,75.68
230,99.202,99.202,75.03999999999999
235,99.08,99.08200000000001,75.51
240,99.39,99.388,75.74
245,99.128,99.128,75.49
250,99.348,99.348,75.62
255,98.842,98.842,75.18
260,99.41,99.412,75.53999999999999
265,98.966,98.966,75.02
270,98.936,98.938,75.6
275,99.20400000000001,99.206,75.72
280,99.238,99.238,75.42999999999999
285,99.504,99.504,75.94
290,99.404,99.406,75.73
295,99.456,99.456,75.64
300,99.42,99.41799999999999,75.49
305,99.404,99.402,76.2
310,99.188,99.188,75.85
315,99.098,99.098,75.67
320,99.166,99.166,74.94
325,99.30799999999999,99.30600000000001,75.52
330,99.346,99.348,75.3
335,99.19200000000001,99.19200000000001,75.68
340,99.252,99.252,75.42999999999999
345,98.894,98.896,74.83
350,98.924,98.92,75.06
355,99.548,99.548,76.13
360,99.488,99.488,75.78
365,99.436,99.436,75.62
370,99.454,99.454,76.02
375,99.388,99.388,75.49
380,99.544,99.544,75.62
385,99.316,99.316,75.35
390,99.18,99.178,75.31
395,99.11999999999999,99.11999999999999,75.3
400,99.074,99.076,75.25
405,99.42800000000001,99.42800000000001,75.94
410,99.286,99.286,75.99000000000001
415,99.25,99.25,75.25
420,99.03999999999999,99.042,75.33
425,99.004,99.004,75.07000000000001
430,99.00999999999999,99.008,75.01
435,99.292,99.29,75.21
440,99.382,99.384,75.96000000000001
445,99.406,99.406,75.78
450,99.3,99.3,75.44999999999999
455,99.152,99.15,75.08
460,99.4,99.4,75.53
465,99.328,99.328,75.33999999999999
470,99.336,99.334,75.96000000000001
475,99.28200000000001,99.28,75.5
480,99.49,99.49,76.0
485,99.196,99.194,75.32
490,99.292,99.292,75.71
495,99.44800000000001,99.446,75.52
500,99.346,99.344,75.29
