epoch,Train_acc_withbias,Train_acc_org_withbias,Test_acc_withbias,Train_acc_zerobias,Train_acc_org_zerobias,Test_acc_zerobias
0,11.347999999999999,12.024,12.2,11.78,13.117999999999999,13.370000000000001
1,27.708,38.412,38.11,33.382,47.577999999999996,47.510000000000005
2,32.972,45.004,44.0,39.736,55.884,54.190000000000005
4,33.528000000000006,41.426,39.17,43.309999999999995,54.714,51.15
6,32.482,36.436,33.1,39.900000000000006,45.286,40.17
8,37.606,37.802,33.14,45.81,45.967999999999996,38.99
10,37.828,36.272,31.47,47.118,44.922000000000004,37.26
12,43.391999999999996,40.236,34.410000000000004,54.324,49.824,40.26
14,45.188,40.352,33.07,54.66,48.13,37.91
16,49.303999999999995,41.644,33.410000000000004,58.896,48.748000000000005,36.870000000000005
18,54.44,45.93,36.21,64.846,53.054,40.58
20,59.058,46.574,35.3,66.33,51.152,37.37
25,58.79600000000001,45.266,34.12,68.278,51.44,37.47
30,74.78,54.156000000000006,40.52,82.236,58.245999999999995,42.39
35,80.962,56.123999999999995,40.57,87.602,59.599999999999994,42.57
