,pca_variance_class
0,0.7217743970486776
1,0.8812892754457845
2,0.7191622079289853
3,0.7521397768406561
4,0.7766228824033805
5,0.7379343250959157
6,0.7639661436309476
7,0.7971554837215663
8,0.7472392019830333
9,0.7896699787618836
