Epoch,Correct,Total,Accuracy
10,43640,49278,0.8856
11,43883,49278,0.8905
12,44030,49278,0.8935
13,44234,49278,0.8976
14,44367,49278,0.9003
15,44449,49278,0.902
16,44523,49278,0.9035
17,44579,49278,0.9046
18,44759,49278,0.9083
19,44890,49278,0.911
20,44970,49278,0.9126
21,45001,49278,0.9132
22,44954,49278,0.9123
23,45043,49278,0.9141
24,45086,49278,0.9149
25,45244,49278,0.9181
26,45417,49278,0.9216
27,45505,49278,0.9234
28,45560,49278,0.9246
29,45751,49278,0.9284
30,45837,49278,0.9302
31,45856,49278,0.9306
32,45905,49278,0.9316
33,45807,49278,0.9296
34,45723,49278,0.9279
35,45722,49278,0.9278
36,45723,49278,0.9279
37,45948,49278,0.9324
38,46042,49278,0.9343
39,45919,49278,0.9318
40,45781,49278,0.929
41,45803,49278,0.9295
42,45546,49278,0.9243
43,45459,49278,0.9225
44,45376,49278,0.9208
45,45494,49278,0.9232
46,45610,49278,0.9256
47,45347,49278,0.9202
48,44987,49278,0.9129
49,44691,49278,0.9069
50,44571,49278,0.9045
51,44305,49278,0.8991
52,44618,49278,0.9054
53,44549,49278,0.904
54,44758,49278,0.9083
55,44913,49278,0.9114
56,44986,49278,0.9129
57,44964,49278,0.9125
58,44941,49278,0.912
59,44840,49278,0.9099
60,44703,49278,0.9072
61,44488,49278,0.9028
62,44136,49278,0.8957
63,44072,49278,0.8944
64,43617,49278,0.8851
65,43732,49278,0.8875
66,43125,49278,0.8751
67,42854,49278,0.8696
68,42544,49278,0.8633
69,42713,49278,0.8668
70,42490,49278,0.8623
71,42039,49278,0.8531
72,42502,49278,0.8625
73,43125,49278,0.8751
74,42416,49278,0.8607
75,42748,49278,0.8675
76,42835,49278,0.8693
77,42847,49278,0.8695
78,43108,49278,0.8748
79,42687,49278,0.8662
80,43012,49278,0.8728
81,42610,49278,0.8647
82,42788,49278,0.8683
83,42674,49278,0.866
84,42352,49278,0.8595
85,42805,49278,0.8686
86,42572,49278,0.8639
87,42383,49278,0.8601
88,42140,49278,0.8551
89,41702,49278,0.8463
90,41794,49278,0.8481
91,41701,49278,0.8462
92,41355,49278,0.8392
93,42191,49278,0.8562
94,41503,49278,0.8422
95,41112,49278,0.8343
96,41489,49278,0.8419
97,41348,49278,0.8391
98,41755,49278,0.8473
99,42089,49278,0.8541
