,number_pca_components_class
0,21
1,14
2,16
3,17
4,15
5,15
6,17
7,22
8,17
9,13
10,17
11,16
12,12
13,25
14,26
15,18
16,18
17,20
18,19
19,18
20,14
21,14
22,18
23,23
24,15
25,15
26,17
27,12
28,12
29,13
30,12
31,18
32,15
33,13
34,16
35,14
36,19
37,17
38,20
39,19
40,18
41,17
42,20
43,19
44,16
45,20
46,23
47,19
48,15
49,12
50,13
51,14
52,17
53,14
54,13
55,12
56,15
57,13
58,13
59,15
60,12
61,15
62,17
63,14
64,15
65,13
66,15
67,17
68,13
69,18
70,12
71,20
72,22
73,16
74,13
75,13
76,14
77,12
78,16
79,20
80,18
81,11
82,13
83,20
84,11
85,20
86,13
87,13
88,17
89,19
90,17
91,16
92,16
93,14
94,14
95,17
96,15
97,14
98,15
99,14
100,13
101,16
102,15
103,14
104,17
105,14
106,14
107,12
108,12
109,16
110,14
111,11
112,12
113,19
114,15
115,17
116,11
117,14
118,13
119,11
120,13
121,13
122,19
123,15
124,16
125,13
126,15
127,14
128,13
129,13
130,21
131,16
132,16
133,10
134,18
135,17
136,13
137,17
138,14
139,15
140,16
141,16
142,16
143,11
144,16
145,16
146,11
147,13
148,22
149,17
150,14
151,15
152,15
153,15
154,11
155,15
156,13
157,15
158,19
159,17
160,18
161,17
162,14
163,15
164,13
165,13
166,11
167,14
168,18
169,15
170,13
171,16
172,17
173,16
174,17
175,18
176,14
177,17
178,17
179,16
180,17
181,19
182,18
183,18
184,21
185,17
186,21
187,23
188,20
189,19
190,18
191,19
192,17
193,16
194,16
195,18
196,25
197,16
198,16
199,17
