Epoch,Correct,Total,Accuracy
10,1426,18082,0.0789
11,1515,18082,0.0838
12,1705,18082,0.0943
13,1768,18082,0.0978
14,1986,18082,0.1098
15,2096,18082,0.1159
16,2292,18082,0.1268
17,2458,18082,0.1359
18,2633,18082,0.1456
19,2664,18082,0.1473
20,2981,18082,0.1649
21,2903,18082,0.1605
22,2769,18082,0.1531
23,3048,18082,0.1686
24,2901,18082,0.1604
25,2789,18082,0.1542
26,2934,18082,0.1623
27,2833,18082,0.1567
28,2759,18082,0.1526
29,2941,18082,0.1626
30,2817,18082,0.1558
31,2860,18082,0.1582
32,2794,18082,0.1545
33,2820,18082,0.156
34,2746,18082,0.1519
35,2788,18082,0.1542
36,2633,18082,0.1456
37,2669,18082,0.1476
38,2766,18082,0.153
39,2731,18082,0.151
40,2795,18082,0.1546
41,2693,18082,0.1489
42,2704,18082,0.1495
43,2710,18082,0.1499
44,2696,18082,0.1491
45,2578,18082,0.1426
46,2617,18082,0.1447
47,2724,18082,0.1506
48,2677,18082,0.148
49,2641,18082,0.1461
50,2711,18082,0.1499
51,2533,18082,0.1401
52,2569,18082,0.1421
53,2457,18082,0.1359
54,2611,18082,0.1444
55,2598,18082,0.1437
56,2485,18082,0.1374
57,2540,18082,0.1405
58,2607,18082,0.1442
59,2470,18082,0.1366
60,2428,18082,0.1343
61,2441,18082,0.135
62,2465,18082,0.1363
63,2539,18082,0.1404
64,2430,18082,0.1344
65,2497,18082,0.1381
66,2412,18082,0.1334
67,2549,18082,0.141
68,2488,18082,0.1376
69,2354,18082,0.1302
70,2469,18082,0.1365
71,2355,18082,0.1302
72,2353,18082,0.1301
73,2335,18082,0.1291
74,2329,18082,0.1288
75,2316,18082,0.1281
76,2271,18082,0.1256
77,2333,18082,0.129
78,2378,18082,0.1315
79,2324,18082,0.1285
80,2285,18082,0.1264
81,2204,18082,0.1219
82,2138,18082,0.1182
83,2107,18082,0.1165
84,2026,18082,0.112
85,2212,18082,0.1223
86,2168,18082,0.1199
87,2128,18082,0.1177
88,2139,18082,0.1183
89,2168,18082,0.1199
90,2085,18082,0.1153
91,1984,18082,0.1097
92,1976,18082,0.1093
93,1960,18082,0.1084
94,2026,18082,0.112
95,2031,18082,0.1123
96,1970,18082,0.1089
97,1857,18082,0.1027
98,1875,18082,0.1037
99,1954,18082,0.1081
