,number_pca_components_class
0,6
1,8
2,8
3,8
4,8
5,8
6,8
7,8
8,8
9,8
10,8
11,8
12,8
13,5
14,8
15,8
16,8
17,8
18,7
19,8
20,8
21,7
22,8
23,8
24,7
25,8
26,8
27,8
28,8
29,7
30,8
31,8
32,8
33,8
34,8
35,9
36,7
37,8
38,7
39,8
40,8
41,8
42,8
43,8
44,7
45,7
46,8
47,8
48,8
49,8
50,9
51,8
52,9
53,8
54,8
55,8
56,8
57,8
58,8
59,7
60,6
61,7
62,7
63,7
64,7
65,7
66,8
67,7
68,7
69,8
70,7
71,7
72,7
73,7
74,7
75,7
76,7
77,7
78,8
79,8
80,7
81,7
82,7
83,6
84,8
85,7
86,7
87,7
88,7
89,8
90,6
91,9
92,7
93,7
94,7
95,7
96,8
97,7
98,8
99,7
100,7
101,7
102,7
103,8
104,8
105,7
106,7
107,7
108,7
109,7
110,7
111,6
112,6
113,7
114,7
115,8
116,7
117,7
118,7
119,7
120,6
121,7
122,8
123,7
124,6
125,7
126,7
127,7
128,6
129,7
130,7
131,7
132,7
133,7
134,7
135,7
136,8
137,8
138,6
139,7
140,7
141,7
142,7
143,7
144,8
145,8
146,7
147,7
148,7
149,7
150,7
151,7
152,8
153,7
154,8
155,7
156,7
157,8
158,7
159,8
160,8
161,7
162,8
163,6
164,7
165,7
166,7
167,7
168,7
169,7
170,8
171,7
172,7
173,7
174,8
175,8
176,6
177,8
178,8
179,8
180,7
181,8
182,8
183,8
184,6
185,8
186,6
187,6
188,7
189,7
190,8
191,8
192,8
193,8
194,9
195,9
196,8
197,8
198,9
199,8
