,number_pca_components_class
0,5
1,6
2,7
3,7
4,7
5,7
6,8
7,7
8,7
9,7
10,7
11,7
12,6
13,5
14,7
15,7
16,7
17,7
18,6
19,7
20,6
21,6
22,7
23,7
24,6
25,7
26,7
27,6
28,6
29,6
30,7
31,7
32,7
33,7
34,7
35,7
36,6
37,7
38,6
39,6
40,7
41,7
42,6
43,7
44,6
45,6
46,7
47,7
48,7
49,7
50,7
51,7
52,7
53,7
54,7
55,7
56,7
57,7
58,7
59,6
60,5
61,6
62,6
63,6
64,6
65,6
66,7
67,7
68,6
69,7
70,6
71,6
72,7
73,6
74,6
75,6
76,6
77,6
78,7
79,7
80,7
81,6
82,6
83,6
84,7
85,7
86,6
87,6
88,6
89,7
90,6
91,8
92,7
93,6
94,6
95,6
96,7
97,6
98,7
99,6
100,6
101,6
102,6
103,7
104,7
105,6
106,6
107,6
108,6
109,6
110,6
111,6
112,6
113,6
114,6
115,7
116,6
117,6
118,6
119,6
120,6
121,6
122,7
123,6
124,5
125,6
126,6
127,6
128,5
129,6
130,6
131,6
132,6
133,6
134,7
135,6
136,6
137,6
138,6
139,6
140,6
141,6
142,6
143,6
144,7
145,6
146,6
147,6
148,6
149,6
150,6
151,7
152,7
153,6
154,7
155,6
156,6
157,7
158,7
159,7
160,7
161,6
162,7
163,6
164,6
165,6
166,6
167,6
168,6
169,6
170,7
171,6
172,6
173,6
174,7
175,7
176,6
177,7
178,6
179,7
180,6
181,7
182,7
183,7
184,5
185,7
186,5
187,6
188,6
189,6
190,7
191,6
192,7
193,7
194,7
195,7
196,7
197,7
198,7
199,7
