epoch,Train_accuracy,Train_accuracy_org,Test_accuracy
11,20.25,40.416000000000004,40.31
12,22.726,41.428,40.99
13,24.532,42.044,40.67
14,25.988,40.412,38.940000000000005
15,27.700000000000003,39.434000000000005,37.16
16,28.968,37.472,34.98
17,30.112,36.102000000000004,32.800000000000004
18,31.241999999999997,34.714,31.009999999999998
19,31.592,33.294000000000004,30.29
20,32.164,31.984,28.860000000000003
21,31.628,31.28,27.889999999999997
22,30.881999999999998,31.746000000000002,28.17
23,30.434,31.52,27.62
24,29.798000000000002,31.964,27.650000000000002
25,29.121999999999996,30.742000000000004,27.310000000000002
26,28.924,30.604,26.43
27,28.532000000000004,31.084,26.46
28,27.532,29.586000000000002,24.66
29,26.444000000000003,31.41,28.03
30,26.301999999999996,30.39,26.1
31,26.714,28.439999999999998,24.18
32,25.654,26.816000000000003,22.84
33,25.7,28.355999999999998,24.19
34,25.900000000000002,26.491999999999997,22.759999999999998
35,24.628,28.278,24.34
36,24.682000000000002,29.137999999999998,24.990000000000002
37,24.994,23.413999999999998,19.24
38,24.756,25.704,21.55
39,24.534,24.698,20.03
40,23.762,24.914,20.880000000000003
41,22.926,25.656000000000002,21.5
42,23.158,23.422,19.42
43,22.848,21.458,17.54
44,22.05,22.15,17.97
45,21.792,23.768,20.06
46,21.262,21.884,17.919999999999998
47,21.084,20.9,16.79
48,21.337999999999997,21.404,17.169999999999998
49,20.696,21.866,18.34
50,20.913999999999998,21.714,18.38
51,19.972,19.464000000000002,15.770000000000001
52,19.408,19.072,14.979999999999999
53,18.956,16.508,13.450000000000001
54,15.909999999999998,15.286,13.370000000000001
55,15.079999999999998,15.272,13.11
56,15.612,15.842,13.66
57,16.18,16.284000000000002,13.98
58,16.009999999999998,17.048,15.370000000000001
59,16.14,16.445999999999998,14.099999999999998
60,16.304,16.822,14.52
61,16.662,15.914,13.58
62,16.578,16.028000000000002,12.950000000000001
63,16.292,15.828000000000001,13.25
64,15.504000000000001,14.632000000000001,12.78
65,14.562,14.404,12.23
66,14.96,13.834,11.959999999999999
67,14.548,14.49,12.33
68,13.922,12.878,11.52
69,13.611999999999998,12.678,11.219999999999999
70,14.14,14.362,12.709999999999999
71,14.21,13.578000000000001,11.92
72,13.388,12.520000000000001,11.33
73,13.422,12.967999999999998,11.67
74,12.888,12.044,10.99
75,12.709999999999999,12.142,11.020000000000001
76,13.106000000000002,12.501999999999999,11.04
77,12.203999999999999,11.182,10.459999999999999
78,11.944,11.426,10.57
79,11.882,11.268,10.63
80,11.396,11.101999999999999,10.5
81,11.234,10.986,10.37
82,10.978,10.613999999999999,10.25
83,11.225999999999999,11.020000000000001,10.4
84,11.218,10.624,10.2
85,11.08,10.936,10.32
86,11.164,10.71,10.23
87,10.968,10.642,10.27
88,10.886,10.956000000000001,10.47
89,10.86,10.556000000000001,10.16
90,10.572,10.299999999999999,10.059999999999999
91,10.432,10.267999999999999,10.040000000000001
92,10.432,10.284,10.07
93,10.41,10.25,10.02
94,10.494,10.367999999999999,10.07
95,10.526,10.209999999999999,10.01
96,10.392,10.23,10.02
97,10.402000000000001,10.262,10.05
98,10.38,10.241999999999999,10.03
99,10.308,10.23,10.03
100,10.386,10.252,10.02
