,epoch,average_angle_pc_weight
0,0,88.46483764648437
1,1,83.85850448608399
2,2,77.99542922973633
3,4,79.48460464477539
4,6,75.70811004638672
5,8,74.09170074462891
6,10,72.39091110229492
7,12,72.80130615234376
8,14,71.84337005615234
9,16,72.05217208862305
10,18,71.02055053710937
11,20,71.89151153564453
12,25,73.22302856445313
13,30,75.04863891601562
14,35,76.04059295654297
15,40,76.22148666381835
16,45,77.09500045776367
17,50,76.97657852172851
18,55,76.98737258911133
19,60,77.40414199829101
20,65,77.31621627807617
21,70,77.3483901977539
22,75,77.63401870727539
23,80,77.56166458129883
24,85,77.88931732177734
25,90,77.90303573608398
26,95,78.03103256225586
27,100,78.26934661865235
28,105,78.16552734375
29,110,78.31223068237304
30,115,78.5183334350586
31,120,78.56125106811524
32,125,78.28675384521485
33,130,78.72148895263672
34,135,78.87664260864258
35,140,78.79287414550781
36,145,78.73236618041992
37,150,78.72713165283203
38,155,78.66066207885743
39,160,79.03516998291016
40,165,78.94860305786133
41,170,79.08450546264649
42,175,79.23788223266601
43,180,78.99305419921875
44,185,79.10647048950196
45,190,79.15231018066406
46,195,79.33545684814453
47,200,79.4067886352539
48,205,79.45825805664063
49,210,79.53729476928712
50,215,79.33198928833008
51,220,79.71327743530273
52,225,79.66152725219726
53,230,79.60757064819336
54,235,79.80651092529297
55,240,80.1163215637207
56,245,80.22925415039063
57,250,80.15616226196289
58,255,80.29681091308593
59,260,80.40885925292969
60,265,80.46463012695312
61,270,80.6229362487793
62,275,80.81205368041992
63,280,80.66118240356445
64,285,81.01061325073242
65,290,81.0819221496582
66,295,80.91469879150391
67,300,81.04043502807617
68,305,81.16374893188477
69,310,81.18889846801758
70,315,81.3335174560547
71,320,81.20410995483398
72,325,81.60955352783203
73,330,81.41612091064454
74,335,81.68377914428712
75,340,81.61420059204102
76,345,81.71074066162109
77,350,81.80324325561523
78,355,81.9404396057129
79,360,82.03647079467774
80,365,82.29716339111329
81,370,82.15359725952149
82,375,82.61259689331055
83,380,82.73925323486328
84,385,82.69675674438477
85,390,83.1762809753418
86,395,82.96552200317383
87,400,82.99181823730468
88,405,83.24549789428711
89,410,83.21982269287109
90,415,83.7348846435547
91,420,83.60192642211913
92,425,83.7185302734375
93,430,84.1454704284668
94,435,84.31630325317383
95,440,84.14651641845703
96,445,84.09977340698242
97,450,84.17930679321289
98,455,84.5478889465332
99,460,84.68041305541992
100,465,84.74296417236329
101,470,85.02604370117187
102,475,85.06267623901367
103,480,85.05271759033204
104,485,85.45082550048828
105,490,85.39739685058593
106,495,85.35687942504883
107,500,85.84272537231445
