,number_pca_components_class
0,4
1,4
2,5
3,4
4,6
5,5
6,5
7,5
8,5
9,5
10,4
11,6
12,5
13,5
14,4
15,4
16,5
17,4
18,5
19,4
20,5
21,5
22,4
23,5
24,4
25,5
26,5
27,4
28,4
29,4
30,3
31,5
32,5
33,5
34,4
35,4
36,4
37,4
38,4
39,5
40,5
41,5
42,4
43,3
44,5
45,5
46,4
47,5
48,4
49,4
50,5
51,4
52,5
53,5
54,4
55,5
56,4
57,6
58,4
59,5
60,4
61,4
62,3
63,4
64,6
65,6
66,5
67,5
68,4
69,4
70,5
71,4
72,5
73,5
74,4
75,5
76,6
77,4
78,5
79,4
80,5
81,5
82,3
83,4
84,5
85,5
86,5
87,5
88,5
89,4
90,5
91,5
92,6
93,4
94,4
95,4
96,4
97,4
98,5
99,5
100,4
101,5
102,5
103,4
104,3
105,3
106,5
107,3
108,4
109,4
110,4
111,6
112,4
113,5
114,5
115,3
116,5
117,4
118,5
119,5
120,5
121,5
122,5
123,5
124,3
125,3
126,5
127,5
128,5
129,5
130,3
131,5
132,6
133,4
134,4
135,5
136,4
137,4
138,4
139,5
140,4
141,4
142,5
143,5
144,4
145,4
146,4
147,5
148,4
149,6
150,3
151,5
152,4
153,5
154,4
155,4
156,5
157,4
158,4
159,6
160,5
161,6
162,4
163,4
164,5
165,5
166,4
167,4
168,4
169,4
170,4
171,3
172,5
173,4
174,5
175,3
176,5
177,5
178,4
179,3
180,4
181,5
182,4
183,4
184,3
185,4
186,4
187,5
188,4
189,7
190,3
191,5
192,5
193,4
194,4
195,4
196,6
197,4
198,5
199,5
