,pca_variance_class
0,0.3459142334881874
1,0.26858977743549517
2,0.3285196890369234
3,0.2880846863271839
4,0.3166378479852603
5,0.2688608339911199
6,0.36811386072039365
7,0.2448417868550466
8,0.29503474302095367
9,0.22637380003431012
