,pca_variance_class
0,0.6292031808961063
1,0.8011634626014542
2,0.6490505069727865
3,0.5955465788777884
4,0.6074695706191913
5,0.5323250278364435
6,0.4899068263539907
7,0.7718781639193142
8,0.5334328226490431
9,0.7281673746344793
