epoch,Train_acc_withbias,Train_acc_org_withbias,Test_acc_withbias,Train_acc_zerobias,Train_acc_org_zerobias,Test_acc_zerobias
0,11.347999999999999,12.024,12.2,11.78,13.117999999999999,13.370000000000001
1,25.516,34.654,34.55,31.028,43.504,44.09
2,27.052,35.548,34.71,34.46,47.18,46.45
4,29.076,35.260000000000005,33.82,38.572,47.348,43.49
6,31.898,35.23,31.91,41.82,46.51,41.44
8,33.164,33.786,29.7,41.034,42.026,36.29
10,35.577999999999996,35.188,30.84,45.876,44.858,37.74
12,41.672,38.762,31.91,51.22,47.246,37.99
14,41.467999999999996,37.874,32.35,52.2,46.582,37.03
16,47.339999999999996,40.727999999999994,33.85,57.494,48.266,37.79
18,50.892,42.796,34.47,60.326,49.303999999999995,38.59
20,54.04,43.822,35.53,62.998,49.762,38.83
25,63.086,48.07,36.919999999999995,74.726,55.086,41.620000000000005
30,68.622,50.876,38.279999999999994,80.398,57.410000000000004,42.69
35,76.252,53.15,39.129999999999995,86.91,59.044,42.47
40,83.074,56.39999999999999,41.25,92.72200000000001,61.29,45.16
