Epoch,Correct,Total,Accuracy
10,46119,49222,0.937
11,46715,49222,0.9491
12,47409,49222,0.9632
13,47555,49222,0.9661
14,47462,49222,0.9642
15,47537,49222,0.9658
16,47536,49222,0.9657
17,47329,49222,0.9615
18,47734,49222,0.9698
19,47389,49222,0.9628
20,47011,49222,0.9551
21,47239,49222,0.9597
22,47308,49222,0.9611
23,46415,49222,0.943
24,46988,49222,0.9546
25,46734,49222,0.9495
26,46505,49222,0.9448
27,46239,49222,0.9394
28,46259,49222,0.9398
29,45544,49222,0.9253
30,46240,49222,0.9394
31,45909,49222,0.9327
32,45474,49222,0.9239
33,45053,49222,0.9153
34,45607,49222,0.9266
35,45199,49222,0.9183
36,45219,49222,0.9187
37,44896,49222,0.9121
38,44474,49222,0.9035
39,44152,49222,0.897
40,45545,49222,0.9253
41,44657,49222,0.9073
42,44545,49222,0.905
43,44930,49222,0.9128
44,44876,49222,0.9117
45,45940,49222,0.9333
46,45420,49222,0.9228
47,45628,49222,0.927
48,46363,49222,0.9419
49,46234,49222,0.9393
50,45948,49222,0.9335
51,45802,49222,0.9305
52,45098,49222,0.9162
53,45902,49222,0.9326
54,45412,49222,0.9226
55,45564,49222,0.9257
56,45529,49222,0.925
57,45576,49222,0.9259
58,45790,49222,0.9303
59,45389,49222,0.9221
60,45652,49222,0.9275
61,45666,49222,0.9278
62,45743,49222,0.9293
63,46370,49222,0.9421
64,46633,49222,0.9474
65,45906,49222,0.9326
66,45841,49222,0.9313
67,46470,49222,0.9441
68,46637,49222,0.9475
69,46248,49222,0.9396
70,46181,49222,0.9382
71,45918,49222,0.9329
72,46516,49222,0.945
73,46639,49222,0.9475
74,45890,49222,0.9323
75,46640,49222,0.9475
76,45893,49222,0.9324
77,46607,49222,0.9469
78,46094,49222,0.9365
79,44560,49222,0.9053
80,46250,49222,0.9396
81,46154,49222,0.9377
82,45928,49222,0.9331
83,45983,49222,0.9342
84,43438,49222,0.8825
85,46110,49222,0.9368
86,44764,49222,0.9094
87,45918,49222,0.9329
88,44093,49222,0.8958
89,44981,49222,0.9138
90,45385,49222,0.922
91,43841,49222,0.8907
92,44518,49222,0.9044
93,43975,49222,0.8934
94,45795,49222,0.9304
95,45296,49222,0.9202
96,43922,49222,0.8923
97,38100,49222,0.774
98,45930,49222,0.9331
99,45572,49222,0.9258
