,pca_variance_class
0,0.3437708055683878
1,0.3575094678597894
2,0.3278722501334896
3,0.4365525370464868
4,0.3442919370585644
5,0.39936038658698
6,0.3191137273748439
7,0.3196882885785962
8,0.35123875391730625
9,0.42613298210071504
