,number_pca_components_class
0,49
1,26
2,27
3,29
4,31
5,31
6,33
7,40
8,37
9,29
10,35
11,32
12,27
13,32
14,38
15,34
16,32
17,40
18,39
19,40
20,30
21,34
22,36
23,33
24,38
25,34
26,29
27,31
28,29
29,33
30,29
31,34
32,31
33,32
34,32
35,27
36,33
37,33
38,33
39,35
40,41
41,33
42,39
43,31
44,29
45,33
46,44
47,37
48,30
49,25
50,32
51,33
52,34
53,30
54,29
55,29
56,30
57,31
58,26
59,33
60,30
61,29
62,41
63,34
64,38
65,33
66,33
67,39
68,34
69,39
70,32
71,43
72,49
73,36
74,32
75,34
76,33
77,33
78,33
79,42
80,42
81,25
82,33
83,41
84,29
85,42
86,40
87,33
88,37
89,36
90,32
91,29
92,33
93,31
94,33
95,41
96,33
97,30
98,32
99,40
100,39
101,39
102,38
103,28
104,29
105,35
106,37
107,32
108,29
109,41
110,38
111,33
112,37
113,39
114,30
115,35
116,28
117,40
118,32
119,31
120,38
121,33
122,38
123,35
124,40
125,38
126,32
127,38
128,35
129,33
130,43
131,40
132,37
133,25
134,47
135,41
136,31
137,37
138,38
139,32
140,34
141,37
142,35
143,28
144,37
145,29
146,28
147,33
148,43
149,43
150,36
151,34
152,39
153,30
154,36
155,37
156,35
157,32
158,38
159,39
160,40
161,40
162,30
163,38
164,30
165,30
166,27
167,33
168,44
169,38
170,32
171,33
172,36
173,40
174,31
175,36
176,34
177,33
178,30
179,37
180,40
181,33
182,33
183,35
184,43
185,33
186,45
187,39
188,38
189,40
190,35
191,34
192,32
193,34
194,37
195,35
196,41
197,37
198,40
199,36
