epoch,Train_acc_withbias,Train_acc_org_withbias,Test_acc_withbias,Train_acc_zerobias,Train_acc_org_zerobias,Test_acc_zerobias
0,12.054,14.988000000000001,15.049999999999999,16.306,25.46,25.52
1,14.255999999999998,20.812,21.39,14.868,22.126,23.080000000000002
2,16.53,26.375999999999998,26.810000000000002,16.144,25.718000000000004,25.869999999999997
4,19.21,32.572,32.23,20.324,35.258,35.27
6,20.008,33.784,33.43,22.344,39.397999999999996,39.43
8,20.79,34.638000000000005,33.650000000000006,24.060000000000002,42.08,42.1
10,21.584,35.366,34.089999999999996,25.507999999999996,44.0,42.89
12,22.894000000000002,36.796,34.8,26.932000000000002,45.332,43.3
14,24.264,37.922,35.980000000000004,28.127999999999997,46.096,43.6
16,25.672,39.122,37.059999999999995,29.242,46.366,43.26
18,26.889999999999997,39.852,37.66,30.348000000000003,46.318,42.99
20,28.323999999999998,40.394000000000005,37.8,31.61,46.472,42.76
25,31.66,41.568,37.51,34.562,46.216,40.88
30,34.64,41.624,36.59,37.618,45.362,39.629999999999995
35,37.724000000000004,41.65,35.39,40.348,44.338,37.57
40,40.844,42.02,34.67,42.642,43.431999999999995,36.32
45,43.07,42.138,34.22,44.45,43.448,35.699999999999996
50,45.988,43.356,34.53,47.086,44.224000000000004,35.66
55,49.564,44.184,34.849999999999994,50.37199999999999,44.622,35.32
60,52.364,43.234,32.76,53.72,44.47,33.800000000000004
65,57.87,44.084,33.01,59.274,44.906,32.99
70,62.794000000000004,45.472,33.47,63.542,45.832,33.650000000000006
75,64.984,45.876,32.76,65.792,46.274,33.22
80,67.542,45.824,32.59,68.61,46.43,33.1
85,70.208,46.026,32.28,71.544,46.536,32.83
90,73.112,46.6,32.71,74.196,46.964,33.25
95,75.334,47.08,33.52,76.25800000000001,47.302,33.92
100,75.84,47.321999999999996,33.18,76.85,47.48,33.550000000000004
105,77.828,46.861999999999995,32.73,78.53999999999999,47.076,32.83
110,78.94200000000001,47.182,32.98,79.834,47.216,33.37
115,79.782,47.392,32.79,80.38,47.492000000000004,32.99
120,81.308,47.064,32.550000000000004,82.05799999999999,47.192,32.92
125,83.38,47.327999999999996,32.910000000000004,84.04,47.349999999999994,33.67
130,83.482,47.496,33.25,83.928,47.514,33.43
135,85.58,47.604,33.26,86.116,47.756,33.73
140,86.6,47.512,33.12,87.304,47.482,33.379999999999995
145,85.36,47.32,33.19,86.004,47.39,33.56
150,86.37,47.488,32.769999999999996,86.85000000000001,47.402,33.52
155,90.414,47.288000000000004,33.050000000000004,90.99000000000001,47.292,33.23
160,88.346,47.768,32.89,88.91799999999999,47.764,33.269999999999996
165,89.996,47.284,32.53,90.57,47.386,33.1
170,88.982,47.372,32.9,89.508,47.374,33.12
175,91.242,47.38,32.59,91.762,47.342,32.98
180,92.22,47.593999999999994,32.61,92.694,47.516000000000005,33.339999999999996
185,94.702,47.292,32.87,95.19800000000001,47.21,33.32
190,95.258,47.321999999999996,33.06,95.776,47.254000000000005,33.239999999999995
195,94.99600000000001,47.28,32.84,95.47,47.227999999999994,33.26
200,95.918,47.348,33.15,96.326,47.260000000000005,33.410000000000004
205,96.53399999999999,47.352,33.379999999999995,97.056,47.192,33.800000000000004
