,acc_class
0,0.528
1,0.44
2,0.408
3,0.23
4,0.46
5,0.43
6,0.34
7,0.33
8,0.42
9,0.354
10,0.404
11,0.436
12,0.342
13,0.496
14,0.332
15,0.302
16,0.308
17,0.454
18,0.44
19,0.414
20,0.326
21,0.488
22,0.482
23,0.506
24,0.244
25,0.274
26,0.326
27,0.262
28,0.308
29,0.274
30,0.34
31,0.372
32,0.314
33,0.234
34,0.354
35,0.214
36,0.426
37,0.24
38,0.42
39,0.268
40,0.322
41,0.486
42,0.388
43,0.356
44,0.642
45,0.344
46,0.27
47,0.324
48,0.162
49,0.318
50,0.258
51,0.218
52,0.348
53,0.352
54,0.216
55,0.354
56,0.184
57,0.318
58,0.42
59,0.292
60,0.192
61,0.324
62,0.2
63,0.228
64,0.262
65,0.252
66,0.512
67,0.334
68,0.342
69,0.378
70,0.218
71,0.382
72,0.3
73,0.28
74,0.342
75,0.428
76,0.332
77,0.206
78,0.398
79,0.392
80,0.346
81,0.472
82,0.348
83,0.324
84,0.394
85,0.266
86,0.2
87,0.262
88,0.346
89,0.474
90,0.292
91,0.392
92,0.316
93,0.404
94,0.21
95,0.464
96,0.46
97,0.408
98,0.47
99,0.372
100,0.248
101,0.454
102,0.348
103,0.5
104,0.36
105,0.23
106,0.296
107,0.55
108,0.278
109,0.244
110,0.266
111,0.388
112,0.17
113,0.422
114,0.44
115,0.57
116,0.232
117,0.408
118,0.406
119,0.25
120,0.246
121,0.274
122,0.364
123,0.272
124,0.352
125,0.308
126,0.26
127,0.288
128,0.252
129,0.25
130,0.33
131,0.206
132,0.298
133,0.22
134,0.268
135,0.324
136,0.284
137,0.34
138,0.166
139,0.436
140,0.212
141,0.242
142,0.244
143,0.514
144,0.402
145,0.604
146,0.372
147,0.342
148,0.424
149,0.282
150,0.336
151,0.234
152,0.368
153,0.292
154,0.402
155,0.304
156,0.312
157,0.334
158,0.38
159,0.29
160,0.394
161,0.286
162,0.366
163,0.29
164,0.496
165,0.456
166,0.394
167,0.204
168,0.342
169,0.278
170,0.366
171,0.406
172,0.274
173,0.422
174,0.39
175,0.308
176,0.392
177,0.372
178,0.448
179,0.278
180,0.248
181,0.308
182,0.232
183,0.406
184,0.248
185,0.346
186,0.398
187,0.348
188,0.472
189,0.372
190,0.378
191,0.42
192,0.29
193,0.364
194,0.4
195,0.45
196,0.422
197,0.426
198,0.512
199,0.228
