epoch,Train_acc_zerobias,Train_acc_org_zerobias,Test_acc_zerobias
0,15.745999999999999,23.806,24.63
1,17.65,29.346,29.78
2,21.18,37.84,38.4
4,25.256,46.924,46.9
6,28.37,52.62,52.0
8,30.343999999999998,56.422000000000004,54.7
10,32.967999999999996,59.733999999999995,57.4
12,35.498000000000005,61.068,57.53
14,38.478,62.316,57.49999999999999
16,41.327999999999996,60.51800000000001,54.37
18,45.92,61.096,54.48
20,50.188,59.558,51.129999999999995
25,61.072,56.36600000000001,46.04
30,67.41,56.279999999999994,45.31
35,70.594,55.348,43.57
40,72.116,54.84,43.47
45,71.986,55.224,43.57
50,71.868,54.944,43.7
55,72.772,55.108000000000004,43.59
60,72.824,55.16799999999999,43.46
65,73.85199999999999,54.888000000000005,43.68
70,72.894,55.623999999999995,44.72
75,71.87599999999999,55.147999999999996,44.12
80,73.878,54.913999999999994,43.62
85,74.548,54.544000000000004,43.5
90,74.056,54.834,43.76
95,73.994,54.642,43.87
100,73.502,54.986000000000004,44.91
105,75.106,54.296,43.22
110,74.78200000000001,54.496,43.95
115,73.94800000000001,54.705999999999996,44.07
120,73.758,54.94,44.06
125,76.076,54.35,43.44
130,75.96000000000001,54.142,42.66
135,75.94,54.246,42.94
140,74.378,54.482,43.86
145,75.158,54.001999999999995,43.57
150,76.268,53.966,42.93
155,75.25800000000001,53.888000000000005,43.13
160,76.342,53.384,42.88
165,76.996,53.05,42.83
170,76.576,53.31,42.870000000000005
175,76.62,53.676,43.34
180,77.31400000000001,53.534000000000006,42.74
185,77.656,53.513999999999996,43.07
190,76.66,53.657999999999994,43.269999999999996
195,77.558,53.502,43.37
200,77.956,53.062,42.980000000000004
205,78.134,53.312000000000005,42.86
210,76.904,53.581999999999994,43.16
215,78.24799999999999,53.300000000000004,43.1
220,77.448,53.146,42.39
225,78.30799999999999,53.05800000000001,42.36
230,77.218,53.318,42.5
235,78.228,52.294,41.31
240,78.412,52.522000000000006,41.370000000000005
245,78.754,52.99,42.120000000000005
250,77.936,52.576,41.54
255,78.12400000000001,52.408,41.11
260,79.17,52.644000000000005,41.730000000000004
265,79.122,52.668000000000006,41.61
270,77.786,53.105999999999995,42.3
275,77.602,53.068000000000005,42.22
280,78.194,52.868,42.13
285,78.628,52.72599999999999,41.29
290,78.606,52.858000000000004,41.92
295,79.674,52.564,41.93
300,78.88199999999999,52.592000000000006,41.620000000000005
305,78.952,52.51,41.75
310,79.836,52.212,41.08
315,78.878,52.244,41.18
320,78.84,52.006,41.17
325,78.792,52.658,41.77
330,78.802,52.886,41.94
335,79.46600000000001,52.888000000000005,41.79
340,80.238,52.215999999999994,41.120000000000005
345,79.36999999999999,52.382,41.699999999999996
350,78.74799999999999,52.19200000000001,40.2
355,77.414,52.68000000000001,41.949999999999996
360,79.59,52.507999999999996,41.93
365,79.88199999999999,52.21,41.19
370,79.728,52.294,41.52
375,79.616,52.56999999999999,41.58
380,81.176,51.466,40.48
385,80.254,52.098,40.660000000000004
390,79.182,52.406,41.49
395,80.002,52.10399999999999,41.64
400,79.932,51.99399999999999,40.79
405,80.78999999999999,51.896,40.99
410,80.572,52.217999999999996,41.69
415,81.028,51.974,41.19
420,80.938,51.672,40.73
425,80.96799999999999,51.342,39.85
430,80.902,52.17,41.410000000000004
435,80.95400000000001,51.434000000000005,40.36
440,80.136,51.954,41.06
445,80.706,51.342,40.410000000000004
450,81.14,51.514,40.52
455,81.658,51.552,40.42
460,80.782,51.648,40.589999999999996
465,80.92,52.062,41.36
470,81.252,51.766,41.339999999999996
475,78.88,51.818,41.03
480,81.108,51.522,40.65
485,80.264,51.437999999999995,40.489999999999995
490,81.856,51.19200000000001,40.14
495,80.594,51.507999999999996,39.96
500,81.176,51.466,40.37
