,epoch,dot_p_b_corr,dot_p_b_org
0,0,0.008349745765278624,0.008349745765278624
1,1,0.2631127796606214,0.2631127796606214
2,2,0.2671190002602864,0.2671190002602864
3,4,0.29750940098297946,0.29750940098297946
4,6,0.3189742245594801,0.3189742245594801
5,8,0.3349945946494173,0.3349945946494173
6,10,0.3474839842710724,0.3474839842710724
7,12,0.35591810293189413,0.35591810293189413
8,14,0.3612687030244057,0.3612687030244057
9,16,0.3660822840780771,0.3660822840780771
10,18,0.36925087201914686,0.36925087201914686
11,20,0.37122445819630534,0.37122445819630534
12,25,0.36922970208509076,0.36922970208509076
13,30,0.36693839273393375,0.36693839273393375
14,35,0.3680442795471863,0.3680442795471863
15,40,0.3669543946808285,0.3669543946808285
16,45,0.3819071511155733,0.3819071511155733
17,50,0.3852655361374637,0.3852655361374637
18,55,0.38862167972417655,0.38862167972417655
19,60,0.38858205349628155,0.38858205349628155
20,65,0.3846140747143592,0.3846140747143592
21,70,0.38367643893452463,0.38367643893452463
22,75,0.38551195130571,0.38551195130571
23,80,0.3868039701605545,0.3868039701605545
24,85,0.39231278368362354,0.39231278368362354
25,90,0.3916839740658917,0.3916839740658917
26,95,0.39471215481199073,0.39471215481199073
27,100,0.39064585854726386,0.39064585854726386
