,epoch,dot_p_b_corr,dot_p_b_org
0,0,0.0028993948015908124,0.0028993948015908124
1,1,0.21126409153177558,0.21126409153177558
2,2,0.019107285312258637,0.019107285312258637
3,4,-0.13071982119587053,-0.13071982119587053
4,6,-0.26281812643575964,-0.26281812643575964
5,8,-0.2585975491861406,-0.2585975491861406
6,10,-0.13199883960221387,-0.13199883960221387
7,12,-0.13628024921626672,-0.13628024921626672
8,14,-0.2137013233252045,-0.2137013233252045
9,16,-0.21797146774599696,-0.21797146774599696
10,18,-0.07149163438705372,-0.07149163438705372
11,20,-0.14708498135240067,-0.14708498135240067
12,25,-0.1477429850619254,-0.1477429850619254
13,30,-0.06698001549702824,-0.06698001549702824
14,35,-0.055284258705183824,-0.055284258705183824
15,40,-0.0723997953037779,-0.0723997953037779
16,45,0.011940797581375034,0.011940797581375034
17,50,0.22270641423257392,0.22270641423257392
18,55,-0.08045442989330703,-0.08045442989330703
19,60,0.019375897423925106,0.019375897423925106
20,65,-0.004290609636608822,-0.004290609636608822
21,70,0.009261655769771315,0.009261655769771315
22,75,-0.010694841376538033,-0.010694841376538033
23,80,0.07844076962839819,0.07844076962839819
24,85,-0.1356969742882021,-0.1356969742882021
25,90,-0.0821408090641487,-0.0821408090641487
26,95,-0.08352835925956069,-0.08352835925956069
27,100,-0.2365953028088756,-0.2365953028088756
