,epoch,dot_p_b_corr,dot_p_b_org
0,0,0.004359039726250036,0.004359039726250036
1,1,0.18877846963123446,0.18877846963123446
2,2,0.20009070047815994,0.20009070047815994
3,4,-0.17998350156531653,-0.17998350156531653
4,6,-0.14338076473693667,-0.14338076473693667
5,8,-0.1346813596412651,-0.1346813596412651
6,10,-0.0754978036854761,-0.0754978036854761
7,12,0.07857492906165452,0.07857492906165452
8,14,0.013031761723903813,0.013031761723903813
9,16,-0.0020732977404736897,-0.0020732977404736897
10,18,-0.0021151988107108613,-0.0021151988107108613
11,20,-0.07314020279850063,-0.07314020279850063
12,25,0.0038700671166806144,0.0038700671166806144
13,30,0.0009756501563377096,0.0009756501563377096
14,35,0.075732469915919,0.075732469915919
15,40,0.14556880196715505,0.14556880196715505
16,45,0.04706937769310024,0.04706937769310024
17,50,0.3046865755874338,0.3046865755874338
18,55,-0.1139417448350235,-0.1139417448350235
19,60,0.06128855971274303,0.06128855971274303
20,65,0.0730013611440068,0.0730013611440068
21,70,0.16439024428558696,0.16439024428558696
22,75,0.14862902459543986,0.14862902459543986
23,80,0.06795202999982229,0.06795202999982229
24,85,0.07675484316399686,0.07675484316399686
25,90,0.3085724543394389,0.3085724543394389
26,95,-0.01888410382364581,-0.01888410382364581
27,100,0.15128393925143002,0.15128393925143002
