,epoch,dot_p_b_corr,dot_p_b_org
0,0,0.020039367079480164,0.020039367079480164
1,1,0.2468558884793299,0.2468558884793299
2,2,0.25768760975250216,0.25768760975250216
3,4,0.2935240940308521,0.2935240940308521
4,6,0.3173078913251268,0.3173078913251268
5,8,0.3377834736488065,0.3377834736488065
6,10,0.3542419037114615,0.3542419037114615
7,12,0.3629225067636776,0.3629225067636776
8,14,0.37058670217045037,0.37058670217045037
9,16,0.3751877547358946,0.3751877547358946
10,18,0.3773405863067983,0.3773405863067983
11,20,0.3795633011299319,0.3795633011299319
12,25,0.3766925992892989,0.3766925992892989
13,30,0.3695454835100156,0.3695454835100156
14,35,0.361854515300701,0.361854515300701
15,40,0.37048419124457777,0.37048419124457777
16,45,0.3749174011153604,0.3749174011153604
17,50,0.38479109546412404,0.38479109546412404
18,55,0.3874147021011899,0.3874147021011899
19,60,0.3872636051774298,0.3872636051774298
20,65,0.3897928669896824,0.3897928669896824
21,70,0.38927821326193046,0.38927821326193046
22,75,0.39122014219273926,0.39122014219273926
23,80,0.3861180204335775,0.3861180204335775
24,85,0.38723495035852706,0.38723495035852706
25,90,0.3896854399493242,0.3896854399493242
26,95,0.3937079506320441,0.3937079506320441
27,100,0.3895381773873386,0.3895381773873386
