Epoch,Correct,Total,Accuracy
10,48275,49222,0.9808
11,48311,49222,0.9815
12,48744,49222,0.9903
13,48766,49222,0.9907
14,48747,49222,0.9903
15,48734,49222,0.9901
16,48497,49222,0.9853
17,48758,49222,0.9906
18,48524,49222,0.9858
19,48610,49222,0.9876
20,48426,49222,0.9838
21,48554,49222,0.9864
22,48568,49222,0.9867
23,48386,49222,0.983
24,48178,49222,0.9788
25,48475,49222,0.9848
26,47891,49222,0.973
27,48533,49222,0.986
28,48576,49222,0.9869
29,48236,49222,0.98
30,48487,49222,0.9851
31,48357,49222,0.9824
32,47931,49222,0.9738
33,47837,49222,0.9719
34,48401,49222,0.9833
35,48305,49222,0.9814
36,48388,49222,0.9831
37,48327,49222,0.9818
38,48406,49222,0.9834
39,48386,49222,0.983
40,48361,49222,0.9825
41,48244,49222,0.9801
42,48165,49222,0.9785
43,48410,49222,0.9835
44,48356,49222,0.9824
45,48304,49222,0.9813
46,48278,49222,0.9808
47,48278,49222,0.9808
48,48161,49222,0.9784
49,47226,49222,0.9594
50,48236,49222,0.98
51,48093,49222,0.9771
52,48103,49222,0.9773
53,47927,49222,0.9737
54,47723,49222,0.9695
55,48131,49222,0.9778
56,48277,49222,0.9808
57,48325,49222,0.9818
58,45772,49222,0.9299
59,48212,49222,0.9795
60,47177,49222,0.9585
61,48141,49222,0.978
62,48017,49222,0.9755
63,47862,49222,0.9724
64,47953,49222,0.9742
65,47954,49222,0.9742
66,48103,49222,0.9773
67,47684,49222,0.9688
68,47978,49222,0.9747
69,47780,49222,0.9707
70,47654,49222,0.9681
71,47882,49222,0.9728
72,47868,49222,0.9725
73,47805,49222,0.9712
74,47763,49222,0.9704
75,45800,49222,0.9305
76,47980,49222,0.9748
77,47605,49222,0.9671
78,47607,49222,0.9672
79,47839,49222,0.9719
80,47968,49222,0.9745
81,47706,49222,0.9692
82,46839,49222,0.9516
83,48133,49222,0.9779
84,47248,49222,0.9599
85,47071,49222,0.9563
86,47982,49222,0.9748
87,47781,49222,0.9707
88,47530,49222,0.9656
89,46876,49222,0.9523
90,47132,49222,0.9575
91,47734,49222,0.9698
92,47837,49222,0.9719
93,47848,49222,0.9721
94,47733,49222,0.9697
95,47910,49222,0.9733
96,47642,49222,0.9679
97,47643,49222,0.9679
98,47461,49222,0.9642
99,47913,49222,0.9734
