,epoch,average_angle_pc_weight
0,0,90.1030258178711
1,1,76.26393356323243
2,2,74.92406997680663
3,4,73.53039779663087
4,6,72.7939567565918
5,8,72.48599700927734
6,10,72.34511871337891
7,12,72.53285293579101
8,14,72.82373580932617
9,16,73.22234344482422
10,18,73.79148330688477
11,20,74.26913833618164
12,25,75.50810317993164
13,30,76.45655364990235
14,35,77.4362548828125
15,40,77.61000289916993
16,45,77.92851791381835
17,50,78.17056884765626
18,55,78.1698829650879
19,60,78.05364379882812
20,65,78.0091423034668
21,70,78.12226791381836
22,75,78.30487289428712
23,80,77.99884948730468
24,85,78.21158828735352
25,90,78.3579818725586
26,95,78.01513290405273
27,100,78.32336502075195
28,105,78.54170074462891
29,110,78.58016204833984
30,115,78.44876327514649
31,120,78.39779968261719
32,125,78.64836730957032
33,130,78.35037002563476
34,135,78.26498641967774
35,140,78.35969543457031
36,145,78.52216491699218
37,150,78.43985519409179
38,155,78.5208854675293
39,160,78.79180679321288
40,165,78.30086288452148
41,170,78.48975448608398
42,175,78.56193389892579
43,180,78.6000473022461
44,185,78.57064743041992
45,190,78.70469741821289
46,195,78.8841438293457
47,200,78.66557540893555
