epoch,Train_acc_zerobias,Train_acc_org_zerobias,Test_acc_zerobias
0,22.586000000000002,25.625999999999998,26.340000000000003
1,33.916000000000004,40.007999999999996,40.18
2,39.467999999999996,46.884,47.199999999999996
4,48.07,57.536,57.269999999999996
6,53.754000000000005,64.19399999999999,63.260000000000005
8,57.302,68.21000000000001,65.82000000000001
10,61.6,73.08200000000001,68.41000000000001
12,64.672,76.154,69.86
14,67.542,78.652,70.3
16,69.866,80.33200000000001,70.19
18,72.60600000000001,82.33200000000001,69.78999999999999
20,75.354,83.868,69.54
25,80.706,85.752,67.58
30,84.47200000000001,86.562,66.49000000000001
35,84.622,85.706,64.84
40,85.37400000000001,86.304,65.19
45,86.464,86.624,65.62
50,86.148,86.446,65.44
55,85.71600000000001,86.66,66.3
60,87.386,86.902,66.11
65,86.68,86.562,65.72
70,87.06,86.59599999999999,65.52
75,86.978,86.514,64.9
80,87.06,86.63,65.28
85,87.616,86.726,65.39
90,87.464,86.422,65.07
95,87.17,86.226,65.03
100,86.544,86.22,65.42999999999999
105,87.868,86.434,64.94
110,86.894,86.268,65.66
115,88.332,86.842,65.58
120,87.746,86.386,65.27
125,87.934,86.47399999999999,65.35
130,88.078,86.478,65.24
135,87.896,86.586,65.31
140,88.31599999999999,86.476,65.3
145,88.618,86.726,65.86
150,88.59,86.404,65.14999999999999
155,88.07000000000001,86.388,65.12
160,88.164,86.29,65.27
165,88.538,86.342,65.61
170,88.21,86.16,64.98
175,87.522,85.956,65.36999999999999
180,88.574,86.15,65.11
185,88.64999999999999,86.42,65.32
190,88.134,86.19,65.06
195,88.36,86.26,65.25999999999999
200,88.578,86.37,64.83
205,88.198,86.22,64.63
210,88.17,86.078,64.37
215,88.618,86.478,64.98
220,88.256,86.056,65.35
225,88.698,86.37599999999999,65.2
230,88.382,85.87,64.3
235,89.41799999999999,86.36,64.86
240,88.766,86.144,63.82
245,89.004,85.98,64.58
250,88.854,86.29599999999999,65.12
255,88.664,86.17,64.56
260,89.072,85.938,64.25999999999999
265,89.28399999999999,86.336,65.27
270,88.24,85.812,64.86
275,88.74,85.924,64.91
280,88.568,85.36200000000001,63.31
285,89.202,86.10600000000001,64.64
290,89.53,86.138,64.87
295,88.264,85.612,64.53
300,89.42,85.978,64.71000000000001
305,88.566,86.246,65.66
310,89.324,86.1,64.31
315,88.228,85.506,64.86
320,88.584,85.934,64.57000000000001
325,88.89,85.928,64.87
330,88.474,85.55,64.56
335,88.756,85.60799999999999,64.51
340,89.09,85.842,65.09
345,89.116,85.584,64.24
350,89.532,85.946,64.55
355,89.322,85.788,64.48
360,89.804,85.812,64.4
365,89.664,85.836,64.61
370,89.164,85.68599999999999,64.01
375,89.254,85.69200000000001,64.88000000000001
380,89.324,85.938,64.60000000000001
385,89.108,85.914,65.14
390,90.39399999999999,86.09,64.96
395,89.872,85.848,64.69
400,89.848,85.77,64.52
405,89.654,85.99,64.78
410,89.458,85.962,64.92999999999999
415,89.248,85.628,64.44
420,90.038,85.546,64.55
425,90.50200000000001,85.57000000000001,64.51
430,89.672,85.702,64.77000000000001
435,89.64,85.45,64.39
440,89.708,85.9,64.79
445,89.64999999999999,85.942,64.66
450,89.318,85.60600000000001,64.13
455,89.38199999999999,85.222,63.580000000000005
460,89.764,85.466,64.38000000000001
465,89.358,85.706,64.47
470,89.586,85.79599999999999,64.36
475,90.094,85.85199999999999,64.8
480,89.75999999999999,85.7,64.35
485,90.38000000000001,85.586,63.99
490,90.176,85.422,64.68
495,89.706,85.546,64.89
500,90.46,85.248,63.92
