,acc_class
0,0.2535
1,0.4061
2,0.2834
3,0.106
4,0.351
5,0.029
6,0.0588
7,0.002
8,0.2037
9,0.1794
10,0.0574
11,0.121
12,0.3028
13,0.3327
14,0.1547
15,0.0242
16,0.0059
17,0.0615
18,0.239
19,0.0517
20,0.1162
21,0.2275
22,0.2432
23,0.4573
24,0.0732
25,0.0774
26,0.0645
27,0.0393
28,0.1137
29,0.1022
30,0.0687
31,0.198
32,0.0622
33,0.0524
34,0.1868
35,0.0638
36,0.2495
37,0.0732
38,0.0925
39,0.1277
40,0.0217
41,0.1404
42,0.072
43,0.1159
44,0.2074
45,0.3928
46,0.0293
47,0.127
48,0.075
49,0.034
50,0.2962
51,0.0703
52,0.1768
53,0.1187
54,0.0481
55,0.1475
56,0.083
57,0.2519
58,0.2541
59,0.0152
60,0.2247
61,0.1012
62,0.0398
63,0.0618
64,0.002
65,0.0617
66,0.1295
67,0.1133
68,0.1656
69,0.0998
70,0.211
71,0.2306
72,0.0155
73,0.0394
74,0.1202
75,0.047
76,0.0039
77,0.0444
78,0.3696
79,0.0242
80,0.0192
81,0.2238
82,0.1807
83,0.1491
84,0.1215
85,0.0698
86,0.1352
87,0.0924
88,0.0
89,0.1366
90,0.2698
91,0.1091
92,0.0161
93,0.2147
94,0.0536
95,0.0645
96,0.0806
97,0.22
98,0.1618
99,0.0243
100,0.0101
101,0.1309
102,0.0059
103,0.4314
104,0.0684
105,0.2245
106,0.0636
107,0.2627
108,0.0959
109,0.0996
110,0.0596
111,0.1075
112,0.0976
113,0.053
114,0.157
115,0.2024
116,0.1584
117,0.132
118,0.2031
119,0.0848
120,0.0472
121,0.162
122,0.024
123,0.076
124,0.3189
125,0.0158
126,0.3607
127,0.0351
128,0.2633
129,0.0986
130,0.0692
131,0.0079
132,0.0297
133,0.2421
134,0.1098
135,0.024
136,0.0428
137,0.0198
138,0.039
139,0.0079
140,0.1392
141,0.0239
142,0.0097
143,0.311
144,0.0136
145,0.5112
146,0.269
147,0.0471
148,0.2572
149,0.0
150,0.0286
151,0.0845
152,0.1039
153,0.0758
154,0.3333
155,0.1002
156,0.0229
157,0.1054
158,0.008
159,0.0194
160,0.0239
161,0.0
162,0.1382
163,0.0774
164,0.1135
165,0.3783
166,0.2255
167,0.2641
168,0.0183
169,0.1362
170,0.1584
171,0.0518
172,0.0404
173,0.2845
174,0.0744
175,0.0428
176,0.3171
177,0.3234
178,0.3098
179,0.0376
180,0.0776
181,0.1215
182,0.1173
183,0.2416
184,0.1064
185,0.0346
186,0.3138
187,0.2495
188,0.1399
189,0.3267
190,0.0589
191,0.5095
192,0.3863
193,0.3313
194,0.3361
195,0.0974
196,0.2276
197,0.0631
198,0.2964
199,0.122
