,number_pca_components_class
0,10
1,12
2,12
3,13
4,12
5,12
6,13
7,13
8,12
9,12
10,13
11,12
12,12
13,9
14,12
15,13
16,13
17,13
18,12
19,12
20,12
21,12
22,11
23,8
24,13
25,13
26,13
27,13
28,12
29,13
30,13
31,13
32,12
33,13
34,13
35,13
36,12
37,12
38,13
39,12
40,13
41,13
42,13
43,12
44,12
45,12
46,12
47,14
48,12
49,12
50,13
51,12
52,13
53,13
54,13
55,12
56,13
57,12
58,13
59,13
60,11
61,12
62,13
63,12
64,12
65,12
66,11
67,13
68,12
69,13
70,10
71,10
72,13
73,13
74,13
75,12
76,12
77,12
78,12
79,13
80,13
81,11
82,12
83,12
84,11
85,13
86,12
87,12
88,12
89,13
90,11
91,13
92,12
93,12
94,9
95,11
96,12
97,12
98,13
99,13
100,12
101,10
102,13
103,11
104,14
105,12
106,12
107,12
108,11
109,13
110,12
111,11
112,12
113,13
114,12
115,10
116,10
117,12
118,11
119,12
120,12
121,10
122,13
123,13
124,9
125,12
126,12
127,12
128,11
129,12
130,13
131,12
132,11
133,8
134,13
135,13
136,13
137,11
138,13
139,12
140,12
141,13
142,13
143,12
144,13
145,10
146,10
147,12
148,11
149,12
150,13
151,12
152,13
153,10
154,9
155,13
156,13
157,11
158,13
159,13
160,13
161,13
162,11
163,12
164,12
165,10
166,9
167,11
168,13
169,13
170,10
171,12
172,13
173,10
174,13
175,14
176,12
177,13
178,12
179,13
180,13
181,13
182,13
183,13
184,11
185,13
186,10
187,11
188,12
189,12
190,12
191,11
192,12
193,13
194,10
195,11
196,11
197,10
198,10
199,13
