,number_pca_components_class
0,7
1,7
2,9
3,11
4,8
5,11
6,12
7,11
8,10
9,10
10,11
11,9
12,8
13,6
14,9
15,12
16,12
17,12
18,8
19,10
20,8
21,9
22,7
23,5
24,12
25,11
26,12
27,12
28,10
29,10
30,11
31,12
32,11
33,10
34,11
35,10
36,10
37,10
38,11
39,10
40,11
41,12
42,11
43,10
44,9
45,8
46,10
47,13
48,11
49,9
50,9
51,9
52,9
53,10
54,10
55,8
56,9
57,8
58,11
59,11
60,8
61,9
62,11
63,10
64,11
65,9
66,9
67,12
68,9
69,12
70,7
71,7
72,11
73,11
74,11
75,10
76,11
77,10
78,9
79,12
80,12
81,8
82,7
83,10
84,8
85,11
86,10
87,10
88,12
89,13
90,7
91,11
92,11
93,8
94,7
95,9
96,8
97,10
98,10
99,12
100,11
101,7
102,11
103,7
104,12
105,9
106,10
107,9
108,8
109,10
110,11
111,7
112,8
113,12
114,10
115,7
116,6
117,11
118,8
119,8
120,10
121,7
122,12
123,11
124,6
125,11
126,8
127,10
128,8
129,9
130,12
131,11
132,8
133,6
134,11
135,11
136,11
137,9
138,10
139,10
140,10
141,12
142,10
143,9
144,12
145,7
146,7
147,11
148,8
149,12
150,12
151,11
152,10
153,7
154,6
155,12
156,12
157,7
158,12
159,13
160,13
161,12
162,8
163,10
164,8
165,7
166,6
167,7
168,12
169,10
170,7
171,11
172,12
173,7
174,12
175,13
176,9
177,10
178,9
179,11
180,12
181,10
182,9
183,11
184,7
185,12
186,6
187,7
188,11
189,8
190,9
191,6
192,7
193,11
194,6
195,8
196,8
197,7
198,7
199,10
