,number_pca_components_class
0,5
1,11
2,11
3,12
4,11
5,14
6,14
7,13
8,12
9,14
10,13
11,11
12,12
13,5
14,8
15,12
16,13
17,12
18,7
19,12
20,11
21,9
22,7
23,4
24,12
25,12
26,12
27,13
28,13
29,12
30,14
31,11
32,13
33,14
34,13
35,13
36,8
37,10
38,9
39,10
40,12
41,13
42,11
43,10
44,11
45,5
46,10
47,12
48,14
49,13
50,12
51,12
52,12
53,13
54,14
55,11
56,12
57,12
58,14
59,11
60,8
61,12
62,10
63,10
64,12
65,12
66,9
67,13
68,10
69,12
70,6
71,7
72,10
73,11
74,10
75,12
76,13
77,10
78,11
79,12
80,12
81,8
82,8
83,8
84,10
85,10
86,10
87,10
88,13
89,12
90,6
91,14
92,12
93,9
94,7
95,9
96,8
97,12
98,12
99,12
100,12
101,7
102,12
103,7
104,11
105,9
106,11
107,11
108,9
109,9
110,11
111,9
112,8
113,9
114,12
115,7
116,6
117,12
118,10
119,11
120,10
121,7
122,13
123,11
124,6
125,11
126,11
127,11
128,8
129,12
130,10
131,11
132,8
133,6
134,10
135,11
136,13
137,8
138,9
139,12
140,11
141,12
142,12
143,13
144,12
145,7
146,8
147,13
148,7
149,11
150,12
151,11
152,12
153,7
154,6
155,12
156,12
157,8
158,11
159,12
160,12
161,11
162,10
163,9
164,10
165,9
166,6
167,9
168,11
169,9
170,7
171,13
172,11
173,7
174,11
175,12
176,10
177,8
178,8
179,10
180,10
181,9
182,7
183,9
184,5
185,12
186,4
187,5
188,7
189,6
190,8
191,5
192,5
193,9
194,6
195,8
196,8
197,7
198,6
199,10
