,number_pca_components_class
0,116
1,85
2,134
3,140
4,131
5,163
6,176
7,168
8,146
9,143
10,168
11,162
12,117
13,112
14,132
15,171
16,182
17,188
18,132
19,151
20,132
21,146
22,124
23,75
24,173
25,163
26,156
27,173
28,144
29,163
30,172
31,149
32,171
33,156
34,132
35,125
36,130
37,131
38,145
39,136
40,179
41,167
42,174
43,152
44,75
45,106
46,168
47,165
48,154
49,120
50,94
51,124
52,123
53,131
54,152
55,128
56,129
57,91
58,136
59,182
60,122
61,129
62,158
63,160
64,193
65,147
66,123
67,193
68,134
69,161
70,84
71,129
72,177
73,188
74,152
75,177
76,206
77,155
78,110
79,208
80,207
81,90
82,109
83,171
84,134
85,153
86,125
87,128
88,213
89,179
90,134
91,143
92,169
93,117
94,87
95,166
96,145
97,137
98,164
99,202
100,186
101,139
102,192
103,84
104,161
105,142
106,171
107,124
108,141
109,176
110,142
111,102
112,132
113,190
114,147
115,100
116,86
117,174
118,104
119,157
120,166
121,98
122,198
123,162
124,86
125,183
126,107
127,166
128,110
129,149
130,179
131,188
132,161
133,54
134,163
135,197
136,175
137,164
138,154
139,193
140,143
141,170
142,180
143,116
144,196
145,80
146,116
147,177
148,157
149,200
150,182
151,155
152,153
153,93
154,116
155,168
156,178
157,144
158,188
159,199
160,195
161,190
162,112
163,158
164,120
165,88
166,62
167,121
168,206
169,144
170,113
171,157
172,176
173,122
174,172
175,202
176,121
177,121
178,119
179,167
180,168
181,140
182,126
183,126
184,100
185,183
186,94
187,102
188,160
189,119
190,122
191,75
192,88
193,117
194,107
195,136
196,135
197,141
198,114
199,141
