Epoch,Correct,Total,Accuracy
40,43403,49278,0.8808
41,44591,49278,0.9049
42,44643,49278,0.9059
43,44911,49278,0.9114
44,44989,49278,0.913
45,45084,49278,0.9149
46,45205,49278,0.9173
47,43630,49278,0.8854
48,44881,49278,0.9108
49,44872,49278,0.9106
50,44968,49278,0.9125
51,44809,49278,0.9093
52,44396,49278,0.9009
53,45143,49278,0.9161
54,45406,49278,0.9214
55,45357,49278,0.9204
56,45192,49278,0.9171
57,44974,49278,0.9127
58,45416,49278,0.9216
59,45124,49278,0.9157
60,44591,49278,0.9049
61,45188,49278,0.917
62,44773,49278,0.9086
63,45084,49278,0.9149
64,44911,49278,0.9114
65,45322,49278,0.9197
66,43073,49278,0.8741
67,44984,49278,0.9129
68,44878,49278,0.9107
69,44734,49278,0.9078
70,43318,49278,0.8791
71,44876,49278,0.9107
72,43503,49278,0.8828
73,44452,49278,0.9021
74,44271,49278,0.8984
75,44435,49278,0.9017
76,44951,49278,0.9122
77,44722,49278,0.9075
78,45006,49278,0.9133
79,45057,49278,0.9143
80,42144,49278,0.8552
81,44385,49278,0.9007
82,44440,49278,0.9018
83,43541,49278,0.8836
84,44798,49278,0.9091
85,44426,49278,0.9015
86,44541,49278,0.9039
87,44723,49278,0.9076
88,43569,49278,0.8841
89,44785,49278,0.9088
90,43995,49278,0.8928
91,44215,49278,0.8973
92,44340,49278,0.8998
93,44724,49278,0.9076
94,43598,49278,0.8847
95,44281,49278,0.8986
96,44323,49278,0.8994
97,43884,49278,0.8905
98,44718,49278,0.9075
99,44153,49278,0.896
