epoch,Train_acc_withbias,Train_acc_org_withbias,Test_acc_withbias,Train_acc_zerobias,Train_acc_org_zerobias,Test_acc_zerobias
0,10.022,10.0,10.0,11.224,10.338,10.58
1,10.145999999999999,10.0,10.0,11.372,10.532,10.549999999999999
2,10.352,9.404,9.13,11.373999999999999,10.534,10.72
4,9.962,10.0,10.0,11.444,10.538,10.780000000000001
6,9.962,10.0,10.0,11.642,10.421999999999999,10.5
8,9.962,10.0,10.0,11.794,10.427999999999999,10.280000000000001
10,9.962,10.0,10.0,12.008000000000001,10.36,10.2
12,9.962,10.0,10.0,12.168,10.362,10.36
14,9.962,10.0,10.0,12.432,10.276,10.18
16,9.972,10.008000000000001,10.02,12.964,10.059999999999999,10.09
18,10.058,10.091999999999999,10.02,13.62,10.012,9.89
20,10.202,10.272,10.26,14.352,10.03,10.08
25,11.27,10.662,10.38,17.338,10.348,10.100000000000001
30,15.418000000000001,10.2,9.719999999999999,20.648,10.776,10.75
35,21.16,9.606,9.59,24.474,10.662,10.42
40,26.698,9.458,9.51,29.164,10.142,9.719999999999999
45,31.802000000000003,9.384,9.120000000000001,34.02,9.790000000000001,9.44
50,36.186,9.268,9.08,38.525999999999996,9.661999999999999,9.56
55,40.266000000000005,9.180000000000001,9.01,42.526,9.443999999999999,9.229999999999999
60,43.456,9.41,9.27,45.34,9.687999999999999,9.16
65,48.294,9.458,8.59,50.19,9.714,9.24
70,52.507999999999996,9.27,8.58,54.198,9.378,9.049999999999999
75,58.501999999999995,9.78,9.01,59.906000000000006,10.006,9.31
80,61.414,9.77,9.07,62.562,9.862,9.25
85,65.104,9.926,9.030000000000001,65.824,9.99,9.139999999999999
90,68.53200000000001,9.986,9.34,69.258,10.024,9.4
95,69.818,9.914000000000001,9.32,70.624,9.952,9.44
100,74.124,9.972,9.77,74.572,10.01,10.02
105,76.28399999999999,10.136000000000001,9.65,76.756,10.192,9.75
110,79.392,9.818,9.33,79.72399999999999,9.912,9.41
115,81.244,10.018,9.27,81.568,10.046,9.31
120,81.572,10.098,9.34,81.806,10.134,9.42
125,83.098,9.879999999999999,9.01,83.38,9.944,9.0
130,85.96000000000001,10.012,8.99,86.272,10.062,9.09
135,85.348,10.096,9.34,85.514,10.134,9.379999999999999
140,87.32,10.186,9.790000000000001,87.548,10.16,9.84
145,88.8,10.476,10.07,88.996,10.472,10.2
150,89.11,10.040000000000001,9.28,89.30399999999999,10.088,9.17
155,90.378,10.032,9.07,90.72200000000001,10.046,8.98
160,91.524,10.091999999999999,9.33,91.774,10.100000000000001,9.2
165,92.284,10.138,9.3,92.528,10.162,9.46
170,92.476,10.152,9.16,92.712,10.162,9.33
175,93.80199999999999,10.104000000000001,8.94,93.934,10.152,8.97
180,93.69,10.144,9.520000000000001,93.842,10.208,9.700000000000001
185,96.212,10.088,9.69,96.342,10.088,9.569999999999999
190,95.902,10.042,9.34,96.086,10.072000000000001,9.35
195,94.02000000000001,10.15,10.040000000000001,94.16799999999999,10.184,10.16
200,94.39800000000001,10.138,9.54,94.516,10.145999999999999,9.69
205,96.392,10.068000000000001,9.45,96.50800000000001,10.091999999999999,9.46
210,98.268,10.066,9.73,98.27799999999999,10.066,9.81
215,98.454,10.076,9.41,98.508,10.072000000000001,9.569999999999999
220,99.532,10.068000000000001,9.58,99.548,10.07,9.69
225,99.902,10.08,9.790000000000001,99.90599999999999,10.082,9.92
