,acc_class
0,0.0565
1,0.026
2,0.0252
3,0.0964
4,0.1361
5,0.0146
6,0.006
7,0.002
8,0.0021
9,0.0198
10,0.018
11,0.033
12,0.0195
13,0.0865
14,0.0785
15,0.057
16,0.049
17,0.0177
18,0.0821
19,0.0144
20,0.027
21,0.0118
22,0.187
23,0.1105
24,0.0101
25,0.07
26,0.0152
27,0.0099
28,0.1257
29,0.0021
30,0.0079
31,0.0687
32,0.0179
33,0.0037
34,0.0409
35,0.1137
36,0.0729
37,0.0116
38,0.0097
39,0.0384
40,0.0042
41,0.0656
42,0.0462
43,0.0303
44,0.0097
45,0.0514
46,0.0147
47,0.0864
48,0.0146
49,0.0161
50,0.0116
51,0.0128
52,0.004
53,0.0427
54,0.0739
55,0.0314
56,0.0602
57,0.0113
58,0.0158
59,0.0278
60,0.2625
61,0.0333
62,0.0064
63,0.0092
64,0.0126
65,0.1479
66,0.0202
67,0.01
68,0.0723
69,0.006
70,0.0398
71,0.0166
72,0.0058
73,0.0093
74,0.0058
75,0.0645
76,0.0
77,0.0718
78,0.0652
79,0.0057
80,0.0019
81,0.0103
82,0.0104
83,0.0435
84,0.0202
85,0.0589
86,0.0179
87,0.1099
88,0.0254
89,0.0
90,0.216
91,0.0
92,0.1104
93,0.0325
94,0.0779
95,0.0125
96,0.0177
97,0.0442
98,0.0
99,0.0377
100,0.0294
101,0.0
102,0.0157
103,0.0097
104,0.0333
105,0.0326
106,0.0158
107,0.0911
108,0.1301
109,0.002
110,0.0084
111,0.0305
112,0.0907
113,0.0228
114,0.004
115,0.0818
116,0.0513
117,0.0079
118,0.0534
119,0.0081
120,0.0188
121,0.0167
122,0.002
123,0.0748
124,0.05
125,0.0643
126,0.0318
127,0.0
128,0.0154
129,0.0136
130,0.0077
131,0.0316
132,0.0058
133,0.0648
134,0.018
135,0.0142
136,0.0019
137,0.1814
138,0.0586
139,0.0888
140,0.119
141,0.0
142,0.0083
143,0.0336
144,0.0602
145,0.0705
146,0.1332
147,0.0346
148,0.0189
149,0.0527
150,0.0569
151,0.002
152,0.0378
153,0.0936
154,0.0229
155,0.0058
156,0.0919
157,0.0043
158,0.0103
159,0.0324
160,0.0178
161,0.0112
162,0.0695
163,0.0423
164,0.1174
165,0.1368
166,0.0523
167,0.0546
168,0.01
169,0.002
170,0.012
171,0.0277
172,0.0385
173,0.033
174,0.008
175,0.0019
176,0.0226
177,0.0074
178,0.0259
179,0.0758
180,0.0919
181,0.0661
182,0.0202
183,0.0644
184,0.0397
185,0.0138
186,0.0096
187,0.1437
188,0.0
189,0.085
190,0.0554
191,0.0713
192,0.0585
193,0.058
194,0.0022
195,0.0546
196,0.0819
197,0.0042
198,0.002
199,0.0318
