,number_pca_components_class
0,7
1,5
2,5
3,5
4,5
5,5
6,6
7,5
8,6
9,5
10,6
11,5
12,5
13,3
14,3
15,6
16,6
17,5
18,6
19,5
20,6
21,5
22,5
23,2
24,5
25,6
26,5
27,5
28,5
29,5
30,6
31,6
32,6
33,5
34,5
35,6
36,6
37,6
38,6
39,5
40,5
41,6
42,5
43,5
44,6
45,6
46,3
47,6
48,5
49,5
50,5
51,6
52,4
53,5
54,6
55,5
56,5
57,5
58,5
59,5
60,4
61,5
62,5
63,4
64,5
65,4
66,7
67,6
68,4
69,5
70,4
71,6
72,5
73,5
74,5
75,5
76,6
77,4
78,5
79,6
80,6
81,4
82,4
83,6
84,5
85,5
86,5
87,4
88,6
89,6
90,4
91,5
92,5
93,4
94,4
95,5
96,5
97,5
98,5
99,5
100,6
101,5
102,6
103,4
104,5
105,5
106,5
107,4
108,4
109,5
110,4
111,3
112,4
113,5
114,5
115,4
116,3
117,6
118,4
119,5
120,5
121,4
122,6
123,5
124,6
125,5
126,5
127,5
128,4
129,5
130,6
131,5
132,6
133,3
134,5
135,5
136,5
137,6
138,4
139,5
140,5
141,5
142,5
143,4
144,6
145,4
146,4
147,5
148,4
149,6
150,5
151,5
152,5
153,3
154,5
155,5
156,5
157,5
158,6
159,6
160,6
161,6
162,5
163,5
164,4
165,5
166,3
167,4
168,6
169,6
170,5
171,5
172,5
173,6
174,5
175,6
176,4
177,6
178,6
179,6
180,6
181,6
182,6
183,5
184,5
185,6
186,7
187,5
188,5
189,5
190,7
191,5
192,6
193,7
194,5
195,6
196,4
197,5
198,5
199,5
