Epoch,Correct,Total,Accuracy
40,5333,13900,0.3837
41,5294,13900,0.3809
42,4877,13900,0.3509
43,4735,13900,0.3406
44,4436,13900,0.3191
45,4462,13900,0.321
46,4613,13900,0.3319
47,4651,13900,0.3346
48,4531,13900,0.326
49,4601,13900,0.331
50,4706,13900,0.3386
51,4735,13900,0.3406
52,4472,13900,0.3217
53,4497,13900,0.3235
54,4370,13900,0.3144
55,4184,13900,0.301
56,3972,13900,0.2858
57,3922,13900,0.2822
58,3833,13900,0.2758
59,3839,13900,0.2762
60,4076,13900,0.2932
61,4020,13900,0.2892
62,3707,13900,0.2667
63,3792,13900,0.2728
64,3581,13900,0.2576
65,3598,13900,0.2588
66,3286,13900,0.2364
67,3336,13900,0.24
68,3311,13900,0.2382
69,2890,13900,0.2079
70,2772,13900,0.1994
71,3045,13900,0.2191
72,2820,13900,0.2029
73,2462,13900,0.1771
74,2621,13900,0.1886
75,2354,13900,0.1694
76,2387,13900,0.1717
77,2441,13900,0.1756
78,2332,13900,0.1678
79,2078,13900,0.1495
80,2217,13900,0.1595
81,2165,13900,0.1558
82,2087,13900,0.1501
83,2077,13900,0.1494
84,1935,13900,0.1392
85,1934,13900,0.1391
86,1739,13900,0.1251
87,1752,13900,0.126
88,1710,13900,0.123
89,1600,13900,0.1151
90,1524,13900,0.1096
91,1499,13900,0.1078
92,1472,13900,0.1059
93,1450,13900,0.1043
94,1451,13900,0.1044
95,1454,13900,0.1046
96,1438,13900,0.1035
97,1439,13900,0.1035
98,1434,13900,0.1032
99,1433,13900,0.1031
