epoch,Train_acc_withbias,Train_acc_org_withbias,Test_acc_withbias,Train_acc_zerobias,Train_acc_org_zerobias,Test_acc_zerobias
0,42.725,50.751666666666665,51.61,60.83666666666666,73.36833333333334,73.64
1,72.22,87.645,88.12,72.11166666666666,87.50166666666667,87.94999999999999
2,74.47166666666666,90.43666666666667,90.51,74.41666666666666,90.36166666666666,90.47
4,76.49000000000001,92.92,92.88,76.40666666666667,92.80666666666667,92.80000000000001
6,77.66,94.365,94.37,77.61666666666667,94.30166666666666,94.31
8,78.36833333333333,95.23166666666667,95.1,78.325,95.18333333333334,95.15
10,78.85666666666667,95.82333333333334,95.61,78.79,95.75166666666667,95.57
12,79.22333333333333,96.23833333333334,95.89,79.185,96.19,95.87
14,79.44333333333333,96.49333333333333,96.1,79.435,96.47833333333334,96.13000000000001
16,79.7,96.77,96.23,79.64666666666666,96.71666666666667,96.22
18,79.86333333333333,96.96166666666667,96.33,79.82000000000001,96.92166666666667,96.3
20,79.96333333333332,97.055,96.38,79.93333333333334,97.03,96.36
25,80.22500000000001,97.28666666666666,96.5,80.20166666666667,97.27833333333334,96.53
30,80.36333333333333,97.31666666666666,96.59,80.33333333333333,97.29666666666667,96.58
35,80.42333333333333,97.29833333333333,96.49,80.40166666666667,97.27333333333334,96.43
40,80.41166666666668,97.135,96.38,80.41,97.125,96.28
45,80.31833333333334,96.885,96.16,80.29666666666667,96.865,96.08
50,80.23833333333333,96.69333333333333,95.98,80.22833333333334,96.66333333333334,95.89
55,80.105,96.46166666666667,95.69,80.07166666666666,96.42666666666668,95.72
60,79.96,96.235,95.5,79.92833333333334,96.21166666666666,95.49
65,79.88666666666666,96.13666666666667,95.38,79.86999999999999,96.095,95.36
70,79.86,96.07166666666667,95.46,79.83666666666667,96.05166666666666,95.42
75,79.755,95.92666666666668,95.37,79.71833333333333,95.87833333333333,95.30999999999999
80,79.62333333333333,95.77666666666667,95.0,79.59,95.71499999999999,94.98
85,79.60833333333333,95.75666666666666,94.92,79.58,95.71499999999999,94.89
90,79.755,95.93833333333333,95.28999999999999,79.745,95.92166666666667,95.25
95,79.76833333333333,95.84,95.06,79.75,95.83833333333334,95.04
100,79.64333333333333,95.71333333333332,95.02000000000001,79.64,95.69333333333333,95.00999999999999
105,79.64833333333333,95.63833333333334,94.8,79.64,95.64,94.86
110,79.75333333333333,95.65333333333334,94.69999999999999,79.78166666666667,95.69666666666666,94.71000000000001
115,79.97999999999999,95.92833333333334,95.12,80.01333333333334,95.95166666666667,95.17
120,79.93166666666667,95.80666666666666,95.19,79.915,95.78,95.19999999999999
125,80.03166666666667,95.88,94.96,80.05,95.89166666666667,95.00999999999999
130,79.92,95.73166666666667,95.0,79.93,95.73833333333333,95.05
135,79.86333333333333,95.63833333333334,94.93,79.88333333333333,95.65833333333333,94.96
140,80.06333333333333,95.83,94.94,80.10166666666667,95.87333333333333,94.98
145,79.94166666666666,95.565,94.82000000000001,79.94333333333333,95.55833333333334,94.82000000000001
150,80.07666666666667,95.70166666666667,94.96,80.10333333333334,95.73333333333333,94.94
155,80.05833333333334,95.705,94.81,80.09833333333334,95.745,94.97
160,80.26166666666667,95.90666666666667,94.97,80.26833333333333,95.94833333333334,94.96
165,80.305,96.03666666666668,95.12,80.31,96.04666666666667,95.17
170,80.34166666666667,95.94500000000001,95.12,80.38333333333333,96.00333333333333,95.17
175,80.38833333333332,96.045,95.00999999999999,80.42833333333334,96.09666666666666,94.97
180,80.34333333333333,95.94,94.95,80.39666666666668,95.985,94.99
185,80.31833333333334,95.93666666666667,95.16,80.35666666666667,95.98,95.21
190,80.41,96.00833333333333,95.23,80.44333333333333,96.06333333333333,95.30999999999999
195,80.405,96.08833333333334,95.1,80.45166666666667,96.13166666666667,95.14
200,80.51,96.12333333333333,95.17,80.51833333333333,96.13000000000001,95.17
205,80.54,96.03333333333333,94.97,80.57833333333333,96.09333333333333,95.02000000000001
210,80.595,96.07666666666667,95.13000000000001,80.62,96.12666666666667,95.17
215,80.51833333333333,96.02666666666667,95.08,80.52333333333334,96.06333333333333,95.12
220,80.64166666666667,96.15166666666667,95.17,80.65666666666667,96.185,95.21
225,80.63833333333334,96.10333333333332,95.17,80.66166666666666,96.12166666666667,95.21
230,80.595,96.02166666666668,95.21,80.58666666666666,96.035,95.21
235,80.59166666666667,96.07166666666667,95.3,80.61666666666667,96.09833333333333,95.35
240,80.685,96.00999999999999,95.06,80.73166666666667,96.08166666666666,95.11
245,80.76666666666667,96.08166666666666,95.35,80.77499999999999,96.12333333333333,95.32000000000001
250,80.77499999999999,96.095,95.19999999999999,80.81,96.13833333333334,95.26
255,80.61,96.05333333333334,95.22,80.61166666666666,96.07666666666667,95.19999999999999
260,80.61666666666667,95.87833333333333,95.08,80.67999999999999,95.95,95.06
265,80.81333333333333,96.13833333333334,95.32000000000001,80.84166666666667,96.165,95.30999999999999
270,80.75333333333333,96.09,95.28,80.78,96.15833333333333,95.28999999999999
275,80.75833333333333,96.01166666666666,95.19999999999999,80.77666666666666,96.05166666666666,95.17999999999999
280,80.74333333333334,96.04333333333334,95.27,80.75166666666667,96.06666666666666,95.28
285,80.845,96.07,95.12,80.89333333333333,96.12666666666667,95.11
290,80.88666666666666,96.10833333333333,95.24000000000001,80.92333333333333,96.125,95.25
295,80.95666666666666,96.15333333333334,95.06,80.96833333333333,96.18666666666667,95.13000000000001
