,pca_variance_class
0,0.5622329397963861
1,0.6869290010374315
2,0.5096005351689824
3,0.6455147877694928
4,0.5500064265380183
5,0.6456119365261459
6,0.5300238324672942
7,0.6886277779213393
8,0.4698883146926787
9,0.5752674466308592
