epoch,Train_acc_withbias,Train_acc_org_withbias,Test_acc_withbias,Train_acc_zerobias,Train_acc_org_zerobias,Test_acc_zerobias
0,10.001999999999999,10.594000000000001,10.620000000000001,11.15,10.538,10.13
1,10.008000000000001,10.0,10.0,11.274000000000001,10.472,10.280000000000001
2,10.008000000000001,10.0,10.0,11.296000000000001,10.56,10.43
4,10.008000000000001,10.0,10.0,11.352,10.581999999999999,10.459999999999999
6,10.008000000000001,10.0,10.0,11.527999999999999,10.632,10.6
8,10.008000000000001,10.0,10.0,11.818,10.662,10.56
10,10.008000000000001,10.0,10.0,12.139999999999999,10.676,10.66
12,10.008000000000001,10.0,10.0,12.196,10.676,10.5
14,10.01,10.0,10.0,12.46,10.626,10.57
16,10.02,10.008000000000001,10.0,12.86,10.642,10.14
18,10.07,10.034,9.98,13.309999999999999,10.41,10.02
20,10.142,10.058,9.99,14.01,10.156,9.92
25,11.504,10.506,10.440000000000001,16.352,10.100000000000001,9.55
30,15.258,10.202,10.05,20.372,10.58,10.489999999999998
35,19.631999999999998,9.882,9.700000000000001,24.532,10.452,10.94
40,24.278,9.628,9.74,28.968,10.241999999999999,10.73
45,29.067999999999998,9.672,9.520000000000001,33.538000000000004,10.526,10.489999999999998
50,33.622,9.85,9.86,37.918,10.318,10.38
55,37.062,10.058,9.82,41.118,10.558,10.35
60,40.574,10.059999999999999,9.92,44.452000000000005,10.526,10.17
65,42.722,10.392,9.86,46.108,11.116,10.57
70,49.032,9.844,9.6,52.158,10.288,9.879999999999999
75,53.866,10.58,10.12,56.652,11.144,11.21
80,58.044,9.995999999999999,9.32,60.946,10.358,9.78
85,62.33800000000001,9.858,9.41,64.518,10.206,9.81
90,64.948,10.034,9.120000000000001,66.85600000000001,10.096,9.39
95,70.18799999999999,9.776,9.73,71.992,10.014000000000001,9.67
100,72.584,9.725999999999999,9.33,74.092,9.766,9.17
105,74.76,9.879999999999999,9.3,76.224,9.937999999999999,9.35
110,76.64800000000001,9.85,9.36,77.74600000000001,9.9,9.54
115,78.48,9.644,8.81,79.402,9.68,8.84
120,80.11200000000001,9.766,9.47,80.86,9.81,9.43
125,82.50999999999999,10.004,9.76,83.404,10.091999999999999,10.05
130,81.982,10.108,9.73,82.948,10.132,9.82
135,84.83800000000001,9.995999999999999,10.08,85.67,10.062,10.07
140,85.078,10.046,9.62,85.77799999999999,10.062,9.569999999999999
145,87.166,9.99,9.59,87.69,9.968,9.520000000000001
150,87.414,10.134,9.87,88.096,10.156,9.719999999999999
155,89.64,10.006,9.89,90.324,10.052,9.78
160,89.44,9.854000000000001,9.42,90.12,9.856,9.379999999999999
165,90.594,10.076,9.81,91.056,10.11,9.78
170,90.02799999999999,10.134,10.100000000000001,90.50200000000001,10.213999999999999,10.05
175,91.778,9.918000000000001,9.610000000000001,92.29,10.008000000000001,9.719999999999999
180,93.692,10.256,9.91,94.038,10.262,10.03
185,94.184,10.238,10.43,94.62,10.272,10.489999999999998
190,95.164,10.11,10.26,95.55,10.15,10.15
195,94.83200000000001,10.034,9.790000000000001,95.378,10.066,9.569999999999999
200,91.096,10.177999999999999,9.71,91.61200000000001,10.158000000000001,10.0
205,95.986,10.040000000000001,9.94,96.238,10.086,10.02
210,97.83800000000001,10.104000000000001,9.82,98.11800000000001,10.148,9.92
215,97.92999999999999,10.142,10.07,98.156,10.12,10.100000000000001
220,99.214,10.116,10.100000000000001,99.224,10.138,10.08
225,99.778,10.09,10.01,99.81400000000001,10.096,9.83
230,99.698,10.096,9.94,99.79,10.09,9.76
235,99.968,10.086,9.9,99.984,10.088,9.969999999999999
