,pca_variance_class
0,0.8808039170109394
1,0.870780561051185
2,0.8561428857556403
3,0.8676234032389045
4,0.8774703413812354
5,0.84778583909305
6,0.8654937812761413
7,0.8770147957955667
8,0.8737599778809065
9,0.8927738719514761
