,pca_variance_class
0,0.6999878210171403
1,0.6845658418917738
2,0.6960903473667294
3,0.6941966197968418
4,0.6952046202208573
5,0.6894997958954493
6,0.7013042060744996
7,0.6866490238664947
8,0.7057649512476626
9,0.6907513604588371
