,number_pca_components_class
0,9
1,11
2,12
3,13
4,12
5,14
6,15
7,14
8,13
9,14
10,13
11,14
12,14
13,10
14,12
15,13
16,14
17,13
18,11
19,13
20,13
21,13
22,12
23,9
24,15
25,15
26,14
27,15
28,14
29,15
30,14
31,14
32,14
33,15
34,15
35,14
36,11
37,11
38,12
39,12
40,13
41,13
42,12
43,12
44,10
45,10
46,12
47,14
48,15
49,14
50,15
51,15
52,13
53,15
54,15
55,14
56,15
57,14
58,14
59,14
60,13
61,13
62,13
63,15
64,14
65,13
66,13
67,15
68,13
69,14
70,12
71,13
72,14
73,14
74,14
75,14
76,15
77,15
78,13
79,15
80,15
81,13
82,12
83,13
84,13
85,14
86,14
87,14
88,14
89,15
90,12
91,15
92,15
93,12
94,11
95,12
96,13
97,14
98,14
99,15
100,15
101,12
102,15
103,11
104,14
105,14
106,15
107,12
108,12
109,14
110,15
111,11
112,13
113,13
114,13
115,10
116,12
117,15
118,12
119,14
120,13
121,12
122,15
123,15
124,11
125,14
126,12
127,14
128,12
129,13
130,14
131,15
132,13
133,11
134,14
135,14
136,15
137,13
138,14
139,14
140,13
141,14
142,14
143,14
144,15
145,10
146,12
147,15
148,11
149,15
150,14
151,15
152,13
153,11
154,12
155,14
156,15
157,12
158,15
159,15
160,15
161,14
162,13
163,13
164,13
165,13
166,10
167,12
168,15
169,14
170,13
171,14
172,14
173,12
174,14
175,14
176,12
177,12
178,11
179,13
180,14
181,12
182,12
183,12
184,10
185,14
186,9
187,9
188,12
189,12
190,13
191,11
192,11
193,12
194,11
195,13
196,12
197,12
198,11
199,12
