epoch,Train_acc_withbias,Train_acc_org_withbias,Test_acc_withbias,Train_acc_zerobias,Train_acc_org_zerobias,Test_acc_zerobias
0,20.246,20.246,20.69,26.512,26.512,26.979999999999997
1,30.114,30.114,30.240000000000002,31.274,31.274,31.39
2,38.84,38.84,39.12,39.873999999999995,39.873999999999995,40.29
4,46.966,46.966,45.67,48.02,48.02,46.77
6,51.61599999999999,51.61599999999999,48.14,52.896,52.896,49.53
8,54.516,54.516,49.3,55.855999999999995,55.855999999999995,50.57000000000001
10,56.972,56.972,50.42,58.586000000000006,58.586000000000006,51.71
12,58.897999999999996,58.897999999999996,50.49,60.760000000000005,60.760000000000005,51.6
14,60.596000000000004,60.596000000000004,50.71,62.419999999999995,62.419999999999995,51.59
16,62.06,62.06,50.949999999999996,63.798,63.798,51.77
18,63.296,63.296,50.92,65.07,65.07,51.71
20,64.16,64.16,50.41,66.008,66.008,51.739999999999995
25,66.634,66.634,49.93,68.336,68.336,50.79
30,68.49,68.49,48.980000000000004,70.054,70.054,49.65
35,71.91,71.91,49.830000000000005,73.214,73.214,50.160000000000004
40,75.27199999999999,75.27199999999999,49.980000000000004,76.456,76.456,50.2
45,78.08800000000001,78.08800000000001,50.31,79.324,79.324,50.33
50,81.586,81.586,51.519999999999996,82.15599999999999,82.15599999999999,51.44
55,83.404,83.404,51.9,83.87400000000001,83.87400000000001,51.94
60,85.304,85.304,51.25999999999999,85.542,85.542,51.27
65,86.3,86.3,51.38,86.532,86.532,51.53
70,87.458,87.458,51.83,87.542,87.542,51.72
75,90.61200000000001,90.61200000000001,52.32,90.782,90.782,52.54
80,91.534,91.534,52.42,92.012,92.012,52.23
85,91.384,91.384,52.43,91.598,91.598,52.66
90,89.33,89.33,51.71,89.462,89.462,51.74999999999999
95,93.862,93.862,52.6,94.012,94.012,52.73
100,95.166,95.166,52.910000000000004,95.314,95.314,53.16
