,pca_variance_class
0,0.44383603429641505
1,0.7662993602472602
2,0.5307616806040175
3,0.5214290467457784
4,0.49579975143247423
5,0.4380369448791146
6,0.40175617710510736
7,0.4751595633562541
8,0.40354305658299483
9,0.4351005239088086
