,number_pca_components_class
0,164
1,116
2,171
3,159
4,152
5,175
6,200
7,187
8,155
9,145
10,195
11,172
12,132
13,166
14,193
15,183
16,214
17,208
18,178
19,183
20,142
21,177
22,150
23,148
24,185
25,189
26,177
27,187
28,145
29,171
30,185
31,170
32,178
33,179
34,154
35,119
36,165
37,148
38,180
39,178
40,202
41,182
42,187
43,184
44,118
45,169
46,195
47,173
48,164
49,94
50,103
51,124
52,123
53,130
54,160
55,140
56,138
57,90
58,120
59,202
60,133
61,156
62,137
63,173
64,205
65,144
66,120
67,205
68,150
69,175
70,126
71,179
72,192
73,202
74,196
75,153
76,234
77,166
78,143
79,228
80,213
81,111
82,141
83,202
84,123
85,169
86,131
87,133
88,206
89,210
90,185
91,165
92,164
93,140
94,114
95,173
96,153
97,135
98,185
99,196
100,194
101,172
102,207
103,131
104,188
105,166
106,187
107,127
108,135
109,192
110,140
111,111
112,147
113,210
114,140
115,139
116,106
117,179
118,105
119,163
120,173
121,120
122,202
123,173
124,141
125,182
126,127
127,160
128,126
129,174
130,188
131,205
132,194
133,82
134,175
135,206
136,175
137,172
138,184
139,194
140,140
141,165
142,182
143,126
144,212
145,111
146,133
147,171
148,179
149,216
150,180
151,156
152,196
153,136
154,140
155,151
156,189
157,155
158,195
159,207
160,214
161,213
162,106
163,186
164,116
165,92
166,91
167,144
168,215
169,165
170,120
171,146
172,177
173,140
174,191
175,222
176,142
177,157
178,156
179,190
180,187
181,155
182,161
183,169
184,166
185,215
186,168
187,177
188,199
189,179
190,165
191,133
192,153
193,153
194,135
195,142
196,195
197,164
198,166
199,180
