,number_pca_components_class
0,6
1,5
2,5
3,5
4,5
5,6
6,5
7,6
8,6
9,5
10,5
11,5
12,6
13,4
14,4
15,6
16,6
17,6
18,4
19,6
20,6
21,6
22,6
23,3
24,6
25,6
26,5
27,6
28,6
29,6
30,6
31,6
32,6
33,6
34,5
35,5
36,6
37,6
38,6
39,5
40,6
41,6
42,6
43,5
44,6
45,6
46,5
47,7
48,6
49,6
50,5
51,6
52,5
53,6
54,6
55,6
56,5
57,5
58,5
59,6
60,5
61,6
62,6
63,6
64,7
65,6
66,7
67,7
68,5
69,6
70,5
71,7
72,7
73,6
74,6
75,6
76,7
77,5
78,5
79,6
80,7
81,5
82,5
83,6
84,6
85,6
86,7
87,6
88,7
89,6
90,4
91,5
92,6
93,5
94,5
95,7
96,6
97,6
98,6
99,6
100,7
101,7
102,7
103,6
104,6
105,6
106,6
107,5
108,5
109,6
110,6
111,5
112,5
113,6
114,6
115,5
116,5
117,7
118,5
119,6
120,6
121,6
122,6
123,6
124,6
125,6
126,6
127,6
128,6
129,6
130,7
131,6
132,7
133,5
134,5
135,6
136,6
137,7
138,6
139,6
140,6
141,7
142,6
143,5
144,6
145,6
146,5
147,6
148,5
149,6
150,6
151,6
152,6
153,5
154,6
155,6
156,6
157,6
158,7
159,7
160,6
161,6
162,6
163,5
164,5
165,6
166,5
167,6
168,7
169,6
170,6
171,6
172,7
173,7
174,6
175,7
176,5
177,6
178,6
179,6
180,6
181,6
182,6
183,5
184,4
185,6
186,5
187,6
188,6
189,4
190,5
191,5
192,6
193,6
194,5
195,5
196,5
197,6
198,5
199,6
