,number_pca_components_class
0,32
1,41
2,48
3,52
4,48
5,56
6,57
7,56
8,47
9,52
10,55
11,56
12,44
13,28
14,44
15,59
16,61
17,62
18,47
19,54
20,48
21,51
22,44
23,21
24,57
25,54
26,56
27,60
28,53
29,59
30,55
31,51
32,59
33,53
34,50
35,52
36,45
37,49
38,50
39,49
40,57
41,57
42,55
43,50
44,42
45,34
46,51
47,56
48,58
49,56
50,51
51,55
52,48
53,61
54,58
55,52
56,50
57,51
58,51
59,66
60,50
61,50
62,59
63,61
64,68
65,56
66,66
67,68
68,51
69,61
70,45
71,57
72,66
73,65
74,53
75,66
76,72
77,60
78,49
79,70
80,70
81,46
82,46
83,55
84,59
85,58
86,59
87,61
88,69
89,63
90,43
91,52
92,67
93,48
94,41
95,66
96,59
97,64
98,60
99,72
100,66
101,55
102,73
103,47
104,55
105,52
106,63
107,53
108,56
109,60
110,64
111,42
112,51
113,64
114,60
115,45
116,49
117,67
118,52
119,57
120,59
121,52
122,65
123,58
124,37
125,64
126,43
127,66
128,47
129,59
130,66
131,64
132,60
133,40
134,59
135,66
136,58
137,63
138,55
139,67
140,56
141,67
142,63
143,47
144,64
145,43
146,49
147,66
148,51
149,69
150,66
151,61
152,53
153,44
154,50
155,67
156,66
157,62
158,68
159,69
160,67
161,63
162,59
163,55
164,56
165,52
166,35
167,49
168,68
169,52
170,58
171,63
172,65
173,55
174,61
175,66
176,49
177,45
178,44
179,53
180,57
181,49
182,42
183,46
184,30
185,63
186,26
187,31
188,50
189,42
190,48
191,31
192,29
193,43
194,49
195,60
196,47
197,59
198,47
199,48
