Epoch,Correct,Total,Accuracy
10,142,32303,0.0044
11,168,32303,0.0052
12,160,32303,0.005
13,157,32303,0.0049
14,203,32303,0.0063
15,224,32303,0.0069
16,205,32303,0.0063
17,191,32303,0.0059
18,208,32303,0.0064
19,218,32303,0.0067
20,238,32303,0.0074
21,265,32303,0.0082
22,261,32303,0.0081
23,248,32303,0.0077
24,333,32303,0.0103
25,271,32303,0.0084
26,246,32303,0.0076
27,238,32303,0.0074
28,248,32303,0.0077
29,208,32303,0.0064
30,237,32303,0.0073
31,225,32303,0.007
32,254,32303,0.0079
33,251,32303,0.0078
34,237,32303,0.0073
35,215,32303,0.0067
36,277,32303,0.0086
37,221,32303,0.0068
38,193,32303,0.006
39,275,32303,0.0085
40,239,32303,0.0074
41,203,32303,0.0063
42,216,32303,0.0067
43,229,32303,0.0071
44,213,32303,0.0066
45,208,32303,0.0064
46,189,32303,0.0059
47,187,32303,0.0058
48,335,32303,0.0104
49,212,32303,0.0066
50,200,32303,0.0062
51,203,32303,0.0063
52,187,32303,0.0058
53,155,32303,0.0048
54,181,32303,0.0056
55,211,32303,0.0065
56,282,32303,0.0087
57,205,32303,0.0063
58,196,32303,0.0061
59,190,32303,0.0059
60,213,32303,0.0066
61,178,32303,0.0055
62,193,32303,0.006
63,203,32303,0.0063
64,201,32303,0.0062
65,250,32303,0.0077
66,203,32303,0.0063
67,234,32303,0.0072
68,250,32303,0.0077
69,170,32303,0.0053
70,220,32303,0.0068
71,206,32303,0.0064
72,219,32303,0.0068
73,227,32303,0.007
74,200,32303,0.0062
75,232,32303,0.0072
76,186,32303,0.0058
77,189,32303,0.0059
78,179,32303,0.0055
79,203,32303,0.0063
80,210,32303,0.0065
81,236,32303,0.0073
82,180,32303,0.0056
83,233,32303,0.0072
84,191,32303,0.0059
85,249,32303,0.0077
86,219,32303,0.0068
87,222,32303,0.0069
88,198,32303,0.0061
89,202,32303,0.0063
90,236,32303,0.0073
91,164,32303,0.0051
92,205,32303,0.0063
93,219,32303,0.0068
94,244,32303,0.0076
95,172,32303,0.0053
96,206,32303,0.0064
97,209,32303,0.0065
98,362,32303,0.0112
99,209,32303,0.0065
