epoch,Train_acc_withbias,Train_acc_org_withbias,Test_acc_withbias,Train_acc_zerobias,Train_acc_org_zerobias,Test_acc_zerobias
0,41.638333333333335,49.483333333333334,51.04,60.06666666666667,72.34833333333334,72.91
1,72.20333333333333,87.63166666666666,88.24,72.15666666666667,87.565,88.18
2,74.51666666666667,90.49333333333334,90.81,74.44833333333334,90.41666666666667,90.78
4,76.435,92.85666666666667,92.86999999999999,76.36666666666667,92.795,92.88
6,77.53166666666667,94.195,94.28999999999999,77.51,94.17666666666666,94.15
8,78.20166666666667,95.04166666666667,94.93,78.19166666666668,95.025,94.81
10,78.66166666666666,95.62,95.46,78.64,95.59,95.35
12,78.98333333333333,95.97833333333334,95.76,78.965,95.96333333333334,95.77
14,79.23333333333333,96.26833333333333,95.82000000000001,79.22666666666667,96.25666666666667,95.82000000000001
16,79.42333333333333,96.47,95.96000000000001,79.40166666666667,96.44,95.91
18,79.565,96.61166666666666,95.95,79.57166666666666,96.59833333333333,95.95
20,79.70833333333334,96.765,96.02000000000001,79.71333333333334,96.755,96.04
25,79.97999999999999,97.015,96.17999999999999,79.955,96.98,96.1
30,80.125,97.08333333333333,96.24000000000001,80.10166666666667,97.05666666666667,96.23
35,80.13166666666666,96.955,96.09,80.13666666666667,96.94666666666667,96.00999999999999
40,80.08666666666666,96.72833333333334,95.75,80.075,96.72,95.69
45,80.07666666666667,96.64333333333333,95.53,80.04833333333333,96.62333333333333,95.46
50,79.98166666666665,96.40833333333333,95.34,79.965,96.38833333333334,95.30999999999999
55,79.855,96.19166666666666,95.21,79.86333333333333,96.19166666666666,95.17999999999999
60,79.70166666666667,95.97666666666666,95.1,79.705,95.97,95.09
65,79.66,95.92666666666668,94.99,79.63833333333334,95.91166666666666,94.98
70,79.63,95.91666666666666,95.15,79.64333333333333,95.92833333333334,95.1
75,79.49166666666667,95.735,94.89999999999999,79.49166666666667,95.75166666666667,94.94
80,79.71166666666667,95.97666666666666,95.1,79.73333333333333,96.0,95.12
85,79.77499999999999,96.01166666666666,95.17,79.80000000000001,96.055,95.1
90,79.84,96.06833333333333,95.22,79.87833333333333,96.1,95.23
95,79.82166666666667,96.055,95.06,79.82333333333334,96.08666666666666,95.14
100,79.845,96.005,94.95,79.88166666666666,96.07,94.95
105,79.90833333333333,96.04166666666667,95.1,79.95833333333333,96.07333333333334,95.11
110,79.795,95.88333333333333,95.03,79.85833333333333,95.93166666666667,94.99
115,79.76666666666667,95.82333333333334,94.89999999999999,79.815,95.87833333333333,94.91000000000001
120,79.86833333333333,95.82333333333334,94.87,79.87666666666667,95.84666666666666,94.92
125,79.84333333333333,95.78833333333333,94.87,79.86666666666666,95.81166666666667,94.81
130,79.93333333333334,95.87,94.71000000000001,79.96333333333332,95.89166666666667,94.76
135,79.84166666666667,95.785,94.74000000000001,79.86333333333333,95.82333333333334,94.84
140,79.915,95.78166666666667,94.77,79.95166666666667,95.8,94.8
145,79.91666666666667,95.74333333333334,94.75,79.97166666666666,95.82000000000001,94.75
150,79.92333333333333,95.79833333333333,94.84,79.95833333333333,95.80166666666666,94.95
155,79.90833333333333,95.67833333333333,94.56,79.975,95.73333333333333,94.62
160,79.91833333333334,95.68166666666667,94.91000000000001,79.94833333333334,95.69833333333332,95.00999999999999
165,80.02166666666668,95.77666666666667,94.82000000000001,80.07666666666667,95.84166666666667,94.88
170,80.01,95.68833333333333,94.71000000000001,80.08,95.75833333333334,94.69
175,80.06166666666667,95.69,94.76,80.11333333333333,95.75166666666667,94.78999999999999
180,80.04666666666667,95.72833333333334,94.74000000000001,80.11,95.77166666666666,94.78
185,80.06333333333333,95.70833333333333,94.69,80.105,95.74000000000001,94.67999999999999
190,80.065,95.69333333333333,94.49,80.09666666666668,95.73,94.59
195,80.08333333333333,95.69666666666666,94.67,80.11333333333333,95.75833333333334,94.78999999999999
200,80.085,95.78333333333333,94.64,80.14333333333333,95.83333333333334,94.73
205,80.155,95.72500000000001,94.83,80.19666666666667,95.8,94.76
210,80.01,95.61333333333333,94.53,80.075,95.66,94.52000000000001
215,80.06666666666666,95.63333333333334,94.55,80.15166666666667,95.72333333333334,94.53
220,80.14166666666667,95.70333333333333,94.66,80.18666666666667,95.74333333333334,94.72
225,80.30833333333334,95.88666666666667,94.67,80.35166666666666,95.97833333333334,94.69
230,80.23166666666667,95.77333333333333,94.81,80.305,95.84333333333333,94.81
235,80.25833333333333,95.83,94.95,80.32333333333334,95.92166666666667,95.0
240,80.24166666666666,95.815,95.05,80.28999999999999,95.87333333333333,95.06
245,80.235,95.59,94.48,80.30166666666668,95.65833333333333,94.5
250,80.32833333333333,95.73833333333333,94.53,80.39500000000001,95.81166666666667,94.61
255,80.39,95.76333333333334,94.81,80.45666666666666,95.84833333333333,94.78999999999999
260,80.30833333333334,95.70333333333333,94.59,80.37833333333333,95.78333333333333,94.61
265,80.415,95.80833333333332,94.78,80.50666666666667,95.89666666666666,94.78999999999999
270,80.41666666666667,95.83666666666667,94.78,80.47999999999999,95.91333333333333,94.85
275,80.40666666666667,95.83,94.73,80.45666666666666,95.89166666666667,94.78999999999999
280,80.365,95.76666666666667,94.63000000000001,80.44333333333333,95.85833333333333,94.66
285,80.07,95.47,94.22,80.19666666666667,95.58666666666666,94.23
290,80.45166666666667,95.795,94.48,80.525,95.865,94.61
295,80.62666666666667,95.90666666666667,94.76,80.69666666666667,95.98166666666667,94.85
