,number_pca_components_class
0,10
1,10
2,11
3,10
4,11
5,11
6,13
7,11
8,11
9,11
10,13
11,10
12,10
13,9
14,11
15,13
16,13
17,13
18,13
19,11
20,10
21,11
22,10
23,8
24,12
25,12
26,13
27,11
28,12
29,12
30,12
31,11
32,12
33,12
34,11
35,12
36,11
37,11
38,13
39,11
40,12
41,13
42,11
43,12
44,10
45,10
46,12
47,13
48,10
49,12
50,11
51,11
52,11
53,12
54,12
55,11
56,11
57,11
58,10
59,11
60,8
61,11
62,10
63,10
64,11
65,9
66,11
67,13
68,10
69,12
70,8
71,11
72,13
73,12
74,12
75,10
76,12
77,9
78,11
79,14
80,12
81,9
82,10
83,12
84,9
85,13
86,9
87,9
88,11
89,13
90,10
91,12
92,10
93,10
94,9
95,10
96,10
97,10
98,13
99,10
100,11
101,10
102,14
103,10
104,12
105,10
106,10
107,10
108,9
109,12
110,9
111,8
112,9
113,13
114,11
115,10
116,8
117,10
118,12
119,9
120,9
121,9
122,13
123,10
124,10
125,11
126,10
127,11
128,9
129,12
130,13
131,11
132,11
133,7
134,13
135,11
136,11
137,12
138,11
139,12
140,11
141,12
142,12
143,9
144,13
145,10
146,8
147,10
148,11
149,13
150,11
151,10
152,11
153,9
154,8
155,12
156,11
157,10
158,13
159,14
160,14
161,13
162,9
163,11
164,10
165,9
166,8
167,9
168,13
169,11
170,9
171,12
172,12
173,10
174,12
175,16
176,9
177,11
178,10
179,11
180,11
181,11
182,12
183,11
184,11
185,12
186,10
187,11
188,12
189,13
190,12
191,10
192,11
193,13
194,9
195,12
196,12
197,10
198,10
199,12
