,number_pca_components_class
0,9
1,11
2,11
3,10
4,11
5,11
6,13
7,12
8,10
9,12
10,12
11,11
12,11
13,9
14,10
15,11
16,11
17,12
18,11
19,10
20,10
21,11
22,10
23,8
24,12
25,12
26,12
27,12
28,12
29,12
30,12
31,12
32,12
33,12
34,12
35,12
36,10
37,11
38,12
39,11
40,11
41,12
42,11
43,11
44,10
45,11
46,11
47,12
48,12
49,12
50,12
51,11
52,11
53,12
54,12
55,11
56,11
57,12
58,11
59,12
60,11
61,12
62,12
63,11
64,12
65,11
66,11
67,13
68,11
69,12
70,10
71,10
72,12
73,12
74,12
75,11
76,11
77,12
78,11
79,12
80,11
81,10
82,11
83,11
84,11
85,12
86,11
87,11
88,12
89,12
90,11
91,12
92,11
93,11
94,10
95,11
96,11
97,11
98,12
99,12
100,12
101,10
102,12
103,11
104,12
105,12
106,12
107,11
108,11
109,12
110,11
111,10
112,11
113,11
114,11
115,10
116,10
117,11
118,11
119,11
120,12
121,10
122,12
123,11
124,10
125,11
126,11
127,11
128,11
129,11
130,12
131,12
132,11
133,10
134,12
135,11
136,11
137,11
138,11
139,11
140,11
141,12
142,11
143,11
144,12
145,11
146,10
147,11
148,10
149,12
150,12
151,10
152,11
153,11
154,10
155,12
156,12
157,10
158,12
159,11
160,12
161,11
162,11
163,12
164,11
165,10
166,10
167,11
168,12
169,12
170,11
171,12
172,12
173,10
174,11
175,12
176,11
177,12
178,11
179,12
180,12
181,11
182,12
183,11
184,11
185,11
186,10
187,11
188,11
189,11
190,11
191,11
192,12
193,12
194,10
195,11
196,10
197,10
198,10
199,11
