,number_pca_components_class
0,58
1,68
2,93
3,96
4,85
5,117
6,101
7,109
8,98
9,108
10,105
11,114
12,81
13,49
14,60
15,121
16,121
17,120
18,84
19,93
20,92
21,104
22,86
23,33
24,118
25,110
26,104
27,122
28,112
29,120
30,117
31,88
32,120
33,107
34,88
35,97
36,91
37,95
38,99
39,94
40,112
41,110
42,113
43,105
44,63
45,63
46,97
47,105
48,106
49,107
50,71
51,95
52,85
53,107
54,115
55,93
56,85
57,72
58,106
59,109
60,96
61,62
62,96
63,121
64,127
65,99
66,91
67,124
68,106
69,106
70,56
71,75
72,111
73,114
74,101
75,146
76,144
77,121
78,51
79,123
80,146
81,58
82,70
83,100
84,112
85,92
86,84
87,83
88,150
89,104
90,83
91,82
92,116
93,70
94,61
95,105
96,85
97,96
98,100
99,140
100,139
101,86
102,130
103,43
104,108
105,96
106,132
107,100
108,93
109,105
110,116
111,75
112,99
113,113
114,123
115,51
116,62
117,146
118,82
119,121
120,112
121,63
122,129
123,117
124,44
125,125
126,54
127,126
128,70
129,83
130,120
131,129
132,97
133,41
134,98
135,126
136,119
137,113
138,108
139,144
140,83
141,128
142,113
143,107
144,133
145,55
146,65
147,126
148,104
149,128
150,137
151,97
152,88
153,64
154,74
155,135
156,136
157,91
158,131
159,136
160,138
161,133
162,85
163,103
164,104
165,67
166,38
167,65
168,147
169,79
170,76
171,121
172,128
173,76
174,114
175,129
176,81
177,74
178,72
179,104
180,114
181,90
182,70
183,81
184,60
185,131
186,47
187,50
188,93
189,74
190,74
191,43
192,49
193,75
194,62
195,90
196,67
197,84
198,63
199,91
