,pca_variance_class
0,0.2710865665797321
1,0.30414504937123177
2,0.2669330240769994
3,0.25947912489198793
4,0.2770412279023769
5,0.26482747682750635
6,0.2797094689641325
7,0.2830902287062481
8,0.2803639742738971
9,0.29033442924167707
