,number_pca_components_class
0,1
1,2
2,2
3,2
4,3
5,3
6,2
7,2
8,1
9,1
10,3
11,3
12,2
13,2
14,1
15,1
16,3
17,2
18,1
19,1
20,3
21,2
22,2
23,2
24,2
25,2
26,1
27,3
28,3
29,2
30,1
31,2
32,3
33,1
34,2
35,2
36,2
37,1
38,1
39,2
40,3
41,3
42,3
43,1
44,2
45,2
46,2
47,4
48,3
49,2
50,2
51,2
52,1
53,2
54,2
55,3
56,3
57,1
58,1
59,1
60,1
61,2
62,2
63,1
64,1
65,3
66,2
67,1
68,2
69,2
70,3
71,1
72,3
73,1
74,2
75,2
76,3
77,1
78,2
79,3
80,2
81,3
82,1
83,2
84,3
85,3
86,2
87,1
88,3
89,3
90,3
91,2
92,3
93,1
94,2
95,1
96,1
97,4
98,3
99,2
100,2
101,1
102,2
103,2
104,2
105,2
106,2
107,2
108,2
109,3
110,3
111,2
112,2
113,3
114,3
115,3
116,2
117,2
118,3
119,2
120,2
121,1
122,2
123,3
124,2
125,2
126,3
127,2
128,2
129,3
130,2
131,2
132,3
133,2
134,3
135,2
136,2
137,3
138,2
139,2
140,3
141,2
142,2
143,3
144,3
145,2
146,2
147,3
148,2
149,2
150,3
151,2
152,2
153,3
154,3
155,2
156,3
157,2
158,3
159,1
160,1
161,2
162,2
163,1
164,2
165,2
166,2
167,1
168,2
169,4
170,1
171,1
172,1
173,3
174,2
175,1
176,2
177,2
178,1
179,1
180,3
181,3
182,1
183,1
184,3
185,2
186,1
187,2
188,3
189,2
190,2
191,3
192,3
193,1
194,2
195,2
196,1
197,2
198,2
199,3
