,number_pca_components_class
0,7
1,12
2,11
3,12
4,12
5,12
6,12
7,12
8,11
9,12
10,12
11,11
12,12
13,7
14,10
15,11
16,12
17,11
18,10
19,12
20,11
21,10
22,10
23,7
24,11
25,11
26,11
27,11
28,11
29,11
30,12
31,11
32,11
33,12
34,12
35,12
36,10
37,11
38,10
39,11
40,11
41,11
42,10
43,11
44,12
45,9
46,11
47,11
48,12
49,12
50,12
51,12
52,11
53,12
54,12
55,11
56,11
57,12
58,12
59,12
60,10
61,12
62,11
63,10
64,11
65,11
66,11
67,12
68,11
69,11
70,10
71,9
72,11
73,11
74,11
75,11
76,12
77,11
78,11
79,12
80,11
81,11
82,11
83,10
84,11
85,11
86,11
87,11
88,11
89,11
90,10
91,12
92,12
93,12
94,10
95,10
96,11
97,11
98,12
99,11
100,11
101,9
102,12
103,11
104,11
105,10
106,11
107,12
108,10
109,11
110,11
111,11
112,11
113,11
114,12
115,11
116,10
117,11
118,11
119,11
120,11
121,10
122,11
123,11
124,8
125,11
126,12
127,11
128,10
129,11
130,11
131,11
132,10
133,9
134,11
135,11
136,11
137,10
138,11
139,11
140,11
141,11
142,12
143,12
144,11
145,11
146,11
147,11
148,9
149,11
150,11
151,11
152,11
153,10
154,9
155,11
156,11
157,10
158,11
159,11
160,11
161,10
162,11
163,11
164,12
165,11
166,9
167,11
168,11
169,11
170,10
171,12
172,11
173,9
174,11
175,12
176,11
177,11
178,10
179,11
180,11
181,11
182,10
183,10
184,8
185,11
186,7
187,7
188,9
189,10
190,11
191,10
192,9
193,11
194,9
195,11
196,10
197,10
198,8
199,11
