,number_pca_components_class
0,5
1,12
2,10
3,10
4,10
5,13
6,12
7,11
8,10
9,12
10,12
11,9
12,9
13,5
14,7
15,10
16,11
17,10
18,7
19,11
20,8
21,8
22,6
23,4
24,10
25,10
26,9
27,10
28,10
29,9
30,11
31,9
32,10
33,11
34,10
35,10
36,6
37,8
38,7
39,7
40,9
41,11
42,8
43,7
44,11
45,5
46,8
47,9
48,12
49,11
50,10
51,10
52,10
53,12
54,11
55,9
56,10
57,10
58,11
59,11
60,7
61,12
62,9
63,8
64,11
65,10
66,9
67,12
68,9
69,10
70,6
71,6
72,8
73,10
74,9
75,10
76,11
77,8
78,10
79,11
80,10
81,7
82,9
83,7
84,9
85,9
86,9
87,9
88,11
89,12
90,6
91,12
92,11
93,10
94,7
95,8
96,7
97,11
98,12
99,11
100,10
101,6
102,10
103,7
104,9
105,7
106,9
107,10
108,8
109,8
110,9
111,8
112,7
113,8
114,12
115,8
116,6
117,10
118,9
119,9
120,8
121,7
122,11
123,9
124,5
125,10
126,11
127,10
128,7
129,10
130,8
131,9
132,7
133,5
134,9
135,10
136,10
137,7
138,8
139,10
140,10
141,10
142,11
143,11
144,11
145,8
146,8
147,11
148,6
149,10
150,10
151,10
152,10
153,7
154,6
155,9
156,10
157,7
158,9
159,10
160,10
161,9
162,9
163,8
164,10
165,8
166,5
167,8
168,10
169,8
170,7
171,11
172,9
173,5
174,10
175,10
176,10
177,6
178,6
179,8
180,9
181,7
182,5
183,7
184,4
185,10
186,4
187,4
188,5
189,5
190,6
191,5
192,5
193,7
194,5
195,8
196,7
197,6
198,5
199,7
