epoch,Train_acc_withbias,Train_acc_org_withbias,Test_acc_withbias,Train_acc_zerobias,Train_acc_org_zerobias,Test_acc_zerobias
0,12.645999999999999,16.654,16.89,15.790000000000001,24.314,24.6
1,13.932,19.868,20.880000000000003,14.906,21.976000000000003,22.770000000000003
2,16.158,25.394,25.590000000000003,16.192,25.657999999999998,25.869999999999997
4,18.942,32.032,31.31,19.928,34.33,34.12
6,19.53,32.734,31.96,22.18,38.940000000000005,38.89
8,20.096,33.129999999999995,31.97,23.752000000000002,41.652,41.42
10,21.142,34.461999999999996,33.03,25.235999999999997,43.728,42.55
12,22.472,36.082,34.2,26.752,45.138,43.6
14,24.0,37.618,35.68,28.208,46.262,43.91
16,25.528000000000002,39.034,36.52,29.582000000000004,46.86,43.24
18,27.073999999999998,40.128,36.99,30.781999999999996,46.694,42.92
20,28.571999999999996,40.648,36.870000000000005,31.988,46.754,42.730000000000004
25,32.61,42.1,37.24,35.034,46.364,41.17
30,36.498000000000005,42.802,36.63,38.525999999999996,45.904,38.89
35,40.438,43.742,36.15,41.79,45.519999999999996,37.55
40,43.76,44.0,35.5,44.708,45.294000000000004,36.28
45,46.372,44.0,34.38,46.958,44.922000000000004,35.27
50,48.582,43.824000000000005,34.11,49.282,44.486,34.36
55,52.093999999999994,44.912,34.22,52.681999999999995,45.528,34.9
60,54.978,45.298,34.08,55.33,45.58,34.67
65,60.696000000000005,45.542,33.050000000000004,61.244,45.876,33.46
70,63.646,46.438,33.81,63.88,46.592,33.839999999999996
75,67.05,46.518,33.48,67.378,46.736,33.69
80,69.16,46.944,33.550000000000004,69.47,47.052,33.81
85,71.708,47.226,33.1,71.938,47.32,33.22
90,74.98,47.316,33.22,75.116,47.378,33.35
95,76.154,46.936,32.25,76.434,46.922000000000004,32.11
100,77.408,47.321999999999996,33.23,77.55199999999999,47.338,33.14
105,79.93,47.278,32.53,80.002,47.268,32.61
110,80.264,47.29,32.269999999999996,80.644,47.242,32.54
115,81.616,47.904,33.36,81.848,47.948,33.589999999999996
120,82.52000000000001,47.618,32.85,82.86,47.808,33.0
125,83.662,47.804,31.71,83.86200000000001,47.754000000000005,32.07
130,84.922,48.211999999999996,32.76,85.298,48.217999999999996,32.96
135,83.488,48.132000000000005,32.81,83.75200000000001,48.244,32.910000000000004
140,87.226,48.18,32.769999999999996,87.58,48.118,32.74
145,86.02,48.15,32.940000000000005,86.342,48.178,33.17
150,87.656,48.174,32.9,87.896,48.174,33.06
155,89.30399999999999,47.980000000000004,32.95,89.602,47.892,32.910000000000004
160,90.354,48.08,32.940000000000005,90.616,48.074,32.89
165,89.05199999999999,48.449999999999996,32.98,89.348,48.449999999999996,33.15
170,88.5,48.26,33.160000000000004,88.862,48.254000000000005,33.28
175,89.618,48.204,33.129999999999995,89.936,48.122,33.25
180,92.828,47.974,33.01,93.082,47.918,33.07
185,94.048,47.846,32.87,94.30199999999999,47.827999999999996,32.75
190,93.852,47.818,32.910000000000004,94.178,47.794,32.96
195,94.714,47.758,32.64,95.04599999999999,47.766,32.96
200,94.992,47.924,33.019999999999996,95.236,47.898,33.39
205,95.336,47.827999999999996,33.51,95.608,47.802,33.54
