,number_pca_components_class
0,7
1,6
2,7
3,8
4,7
5,7
6,8
7,8
8,7
9,7
10,8
11,7
12,6
13,6
14,9
15,8
16,8
17,8
18,7
19,8
20,7
21,6
22,8
23,7
24,7
25,7
26,8
27,6
28,6
29,6
30,7
31,8
32,7
33,7
34,8
35,7
36,8
37,8
38,8
39,8
40,8
41,7
42,9
43,8
44,6
45,7
46,9
47,8
48,7
49,6
50,6
51,7
52,8
53,8
54,6
55,6
56,7
57,6
58,6
59,6
60,6
61,7
62,7
63,6
64,7
65,6
66,8
67,8
68,6
69,9
70,6
71,9
72,9
73,7
74,7
75,6
76,7
77,6
78,8
79,9
80,9
81,6
82,6
83,8
84,6
85,8
86,7
87,6
88,7
89,8
90,7
91,7
92,7
93,6
94,6
95,8
96,8
97,6
98,7
99,7
100,7
101,8
102,8
103,7
104,7
105,6
106,6
107,6
108,6
109,7
110,6
111,6
112,6
113,8
114,6
115,7
116,6
117,7
118,6
119,6
120,6
121,7
122,8
123,6
124,8
125,6
126,6
127,7
128,6
129,7
130,9
131,7
132,8
133,5
134,7
135,7
136,7
137,8
138,6
139,6
140,7
141,7
142,6
143,5
144,7
145,7
146,6
147,6
148,8
149,8
150,6
151,7
152,7
153,6
154,6
155,6
156,6
157,7
158,8
159,7
160,8
161,8
162,7
163,6
164,6
165,7
166,6
167,6
168,8
169,7
170,7
171,7
172,8
173,8
174,7
175,8
176,6
177,8
178,8
179,7
180,7
181,8
182,8
183,8
184,7
185,7
186,7
187,8
188,8
189,7
190,8
191,8
192,8
193,7
194,9
195,9
196,10
197,9
198,9
199,8
