Epoch,Correct,Total,Accuracy
10,319,21720,0.0147
11,308,21720,0.0142
12,301,21720,0.0139
13,313,21720,0.0144
14,308,21720,0.0142
15,317,21720,0.0146
16,332,21720,0.0153
17,336,21720,0.0155
18,334,21720,0.0154
19,354,21720,0.0163
20,372,21720,0.0171
21,390,21720,0.018
22,391,21720,0.018
23,418,21720,0.0192
24,437,21720,0.0201
25,457,21720,0.021
26,476,21720,0.0219
27,512,21720,0.0236
28,545,21720,0.0251
29,576,21720,0.0265
30,630,21720,0.029
31,697,21720,0.0321
32,747,21720,0.0344
33,816,21720,0.0376
34,876,21720,0.0403
35,962,21720,0.0443
36,1120,21720,0.0516
37,1271,21720,0.0585
38,1372,21720,0.0632
39,1467,21720,0.0675
40,1502,21720,0.0692
41,1531,21720,0.0705
42,1583,21720,0.0729
43,1602,21720,0.0738
44,1709,21720,0.0787
45,1832,21720,0.0843
46,1920,21720,0.0884
47,1958,21720,0.0901
48,2067,21720,0.0952
49,1949,21720,0.0897
50,1866,21720,0.0859
51,1987,21720,0.0915
52,2027,21720,0.0933
53,2154,21720,0.0992
54,2274,21720,0.1047
55,2371,21720,0.1092
56,2435,21720,0.1121
57,2457,21720,0.1131
58,2487,21720,0.1145
59,2627,21720,0.1209
60,2692,21720,0.1239
61,2783,21720,0.1281
62,2812,21720,0.1295
63,2934,21720,0.1351
64,3085,21720,0.142
65,3067,21720,0.1412
66,3187,21720,0.1467
67,3260,21720,0.1501
68,3293,21720,0.1516
69,3272,21720,0.1506
70,3249,21720,0.1496
71,3410,21720,0.157
72,3425,21720,0.1577
73,3461,21720,0.1593
74,3487,21720,0.1605
75,3599,21720,0.1657
76,3755,21720,0.1729
77,3895,21720,0.1793
78,4073,21720,0.1875
79,3924,21720,0.1807
80,4085,21720,0.1881
81,4121,21720,0.1897
82,4077,21720,0.1877
83,3893,21720,0.1792
84,4001,21720,0.1842
85,3818,21720,0.1758
86,3886,21720,0.1789
87,3994,21720,0.1839
88,3855,21720,0.1775
89,4002,21720,0.1843
90,4060,21720,0.1869
91,4141,21720,0.1907
92,4195,21720,0.1931
93,4246,21720,0.1955
94,4237,21720,0.1951
95,4361,21720,0.2008
96,4477,21720,0.2061
97,4492,21720,0.2068
98,4461,21720,0.2054
99,4515,21720,0.2079
